12,"SELECT top # objid, ra, dec, z, dered_u AS mag_u, dered_g AS mag_g, dered_r AS mag_r, dered_i AS mag_i, dered_z AS mag_z FROM specObj WHERE (class = # AND Zwarning = #)"
2019-11-08 22:57:00,1
2019-11-08 22:59:00,1
2019-11-08 23:04:00,1
2019-11-08 23:08:00,1
2019-11-08 23:09:00,1
2019-11-08 23:10:00,1
2019-11-08 23:13:00,2
2019-11-15 11:10:00,1
2019-11-15 11:12:00,1
2019-11-15 11:13:00,1
2019-11-18 17:41:00,1
