2,"SELECT m.id, m.ra AS ra1, m.dec AS dec1, n.* into mydb.tic_ap_fdwarfs_Scvz from MyDB.tic_fdwarfs_Scvz AS m CROSS APPLY dbo.fGetNearestApogeeStarEq (m.ra, m.dec, #) AS n JOIN aspcapStar AS o ON n.apstar_id = o.apstar_id"
2019-05-06 18:19:00,1
2019-05-06 18:51:00,1
