8,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM BESTDR1#..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE (p.type = # OR p.type = #)"
2019-02-21 14:49:00,1
2019-02-25 12:28:00,2
2019-04-16 20:16:00,1
2019-05-15 22:44:00,1
2019-06-12 14:49:00,1
2019-07-16 06:23:00,1
2019-12-12 20:10:00,1
