11,"SELECT p.objid, p.ra, p.dec, p.petroMag_g, p.petroMagerr_g, p.extinction_g, p.petroMag_r, p.petroMagerr_r, p.extinction_r, p.probPSF, p.type into mydb.Ncas_SS2s2# FROM dbo.fGetNearbyObjEq (#, #, #) as b, PhotoObj as p WHERE b.objID = p.objID and p.petroMag_r - p.extinction_r < = #"
2019-01-17 15:36:00,2
2019-01-17 15:38:00,3
2019-01-17 15:40:00,1
2019-01-17 15:48:00,2
2019-01-17 15:49:00,3
