3689,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-09-27 00:24:00,1
2019-09-27 00:48:00,2
2019-09-27 00:49:00,4
2019-09-27 00:50:00,4
2019-09-27 00:51:00,5
2019-09-27 00:52:00,4
2019-09-27 00:53:00,5
2019-09-27 00:54:00,6
2019-09-27 00:55:00,5
2019-09-27 00:56:00,5
2019-09-27 00:57:00,6
2019-09-27 00:58:00,3
2019-09-27 00:59:00,6
2019-09-27 01:00:00,3
2019-09-27 01:01:00,5
2019-09-27 01:02:00,4
2019-09-27 01:03:00,4
2019-09-27 01:04:00,3
2019-09-27 01:05:00,2
2019-09-27 01:06:00,4
2019-09-27 01:07:00,5
2019-09-27 01:08:00,4
2019-09-27 01:09:00,5
2019-09-27 01:10:00,5
2019-09-27 01:11:00,5
2019-09-27 01:12:00,6
2019-09-27 01:13:00,5
2019-09-27 01:14:00,5
2019-09-27 01:15:00,6
2019-09-27 01:16:00,3
2019-09-27 01:17:00,6
2019-09-27 01:18:00,5
2019-09-27 01:19:00,5
2019-09-27 01:20:00,5
2019-09-27 01:21:00,5
2019-09-27 01:22:00,4
2019-09-27 01:23:00,2
2019-09-27 01:24:00,2
2019-09-27 01:25:00,4
2019-09-27 01:26:00,5
2019-09-27 01:27:00,6
2019-09-27 01:28:00,5
2019-09-27 01:29:00,5
2019-09-27 01:30:00,5
2019-09-27 01:31:00,4
2019-09-27 01:32:00,2
2019-09-27 01:33:00,4
2019-09-27 01:34:00,3
2019-09-27 01:35:00,2
2019-09-27 01:36:00,4
2019-09-27 01:37:00,5
2019-09-27 01:38:00,5
2019-09-27 01:39:00,2
2019-09-27 01:40:00,5
2019-09-27 01:41:00,5
2019-09-27 01:42:00,5
2019-09-27 01:43:00,6
2019-09-27 01:44:00,5
2019-09-27 01:45:00,5
2019-09-27 01:46:00,5
2019-09-27 01:47:00,5
2019-09-27 01:48:00,5
2019-09-27 01:49:00,2
2019-09-27 01:50:00,6
2019-09-27 01:51:00,5
2019-09-27 01:52:00,5
2019-09-27 01:53:00,6
2019-09-27 01:54:00,5
2019-09-27 01:55:00,4
2019-09-27 01:56:00,6
2019-09-27 01:57:00,5
2019-09-27 01:58:00,4
2019-09-27 01:59:00,5
2019-09-27 02:00:00,5
2019-09-27 02:01:00,5
2019-09-27 02:02:00,5
2019-09-27 02:03:00,5
2019-09-27 02:04:00,2
2019-09-27 02:05:00,5
2019-09-27 02:06:00,6
2019-09-27 02:07:00,6
2019-09-27 02:08:00,3
2019-09-27 02:09:00,4
2019-09-27 02:10:00,4
2019-09-27 02:11:00,5
2019-09-27 02:12:00,3
2019-09-27 02:13:00,4
2019-09-27 02:14:00,5
2019-09-27 02:15:00,5
2019-09-27 02:16:00,5
2019-09-27 02:17:00,3
2019-09-27 02:18:00,3
2019-09-27 02:19:00,4
2019-09-27 02:20:00,4
2019-09-27 02:21:00,4
2019-09-27 02:22:00,3
2019-09-27 02:23:00,2
2019-09-27 02:24:00,5
2019-09-27 02:25:00,2
2019-09-27 02:26:00,5
2019-09-27 02:27:00,5
2019-09-27 02:28:00,6
2019-09-27 02:29:00,5
2019-09-27 02:30:00,5
2019-09-27 02:31:00,5
2019-09-27 02:32:00,6
2019-09-27 02:33:00,5
2019-09-27 02:34:00,6
2019-09-27 02:35:00,5
2019-09-27 02:36:00,6
2019-09-27 02:37:00,4
2019-09-27 02:38:00,6
2019-09-27 02:39:00,6
2019-09-27 02:40:00,5
