95,"SELECT s.specObjID as spec_id, dbo.fGetUrlFitsSpectrum(s.specObjId) as spec_url FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.type=# AND s.snMedian>#"
2019-09-27 05:00:00,1
2019-09-27 05:01:00,6
2019-09-27 05:02:00,6
2019-09-27 05:03:00,7
2019-09-27 05:04:00,5
2019-09-27 05:05:00,6
2019-09-27 05:06:00,6
2019-09-27 05:07:00,6
2019-09-27 05:08:00,7
2019-09-27 05:09:00,5
2019-09-27 05:10:00,6
2019-09-27 05:13:00,1
2019-09-27 05:17:00,1
2019-09-27 05:20:00,4
2019-09-27 05:21:00,6
2019-09-27 05:22:00,5
2019-09-27 05:23:00,6
2019-09-27 05:24:00,5
2019-09-27 05:25:00,2
2019-09-27 05:29:00,4
