56,select * from fDocFunctionParams(&&&)
2019-09-27 01:12:00,1
2019-09-27 01:29:00,1
2019-09-27 01:46:00,1
2019-09-27 02:18:00,2
2019-09-27 02:19:00,3
2019-09-27 03:15:00,3
2019-09-27 03:19:00,1
2019-09-27 03:20:00,1
2019-09-27 03:43:00,1
2019-09-27 04:11:00,2
2019-09-27 04:50:00,3
2019-09-27 04:55:00,1
2019-09-27 04:56:00,1
2019-09-27 06:47:00,1
2019-09-27 07:29:00,1
2019-09-27 08:03:00,1
2019-09-27 08:41:00,1
2019-09-27 10:40:00,1
2019-09-27 12:26:00,12
2019-09-27 12:27:00,1
2019-09-27 12:28:00,1
2019-09-27 15:04:00,1
2019-09-27 15:05:00,1
2019-09-27 15:09:00,2
2019-09-27 15:20:00,1
2019-09-27 15:47:00,1
2019-09-27 17:48:00,1
2019-09-27 18:59:00,1
2019-09-27 19:15:00,1
2019-09-27 20:40:00,1
2019-09-27 21:08:00,1
2019-09-27 21:21:00,1
2019-09-27 21:52:00,1
2019-09-27 22:28:00,1
2019-09-27 23:45:00,1
2019-09-27 23:52:00,1
