83,"select plate, mjd, fiberID from dbo.fGetNearbySpecObjAllEq(#, #, #)"
2019-09-27 04:38:00,2
2019-09-27 04:39:00,2
2019-09-27 04:40:00,5
2019-09-27 04:41:00,1
2019-09-27 04:42:00,4
2019-09-27 04:43:00,4
2019-09-27 04:44:00,2
2019-09-27 04:45:00,1
2019-09-27 04:46:00,2
2019-09-27 04:47:00,3
2019-09-27 04:48:00,4
2019-09-27 04:49:00,1
2019-09-27 04:50:00,5
2019-09-27 04:51:00,2
2019-09-27 04:52:00,3
2019-09-27 04:53:00,1
2019-09-27 04:54:00,1
2019-09-27 04:55:00,1
2019-09-27 04:56:00,5
2019-09-27 04:57:00,3
2019-09-27 04:58:00,1
2019-09-27 04:59:00,1
2019-09-27 05:01:00,3
2019-09-27 05:03:00,1
2019-09-27 05:04:00,2
2019-09-27 05:05:00,2
2019-09-27 05:07:00,2
2019-09-27 05:08:00,1
2019-09-27 05:11:00,3
2019-09-27 05:12:00,2
2019-09-27 05:13:00,1
2019-09-27 05:14:00,1
2019-09-27 05:15:00,2
2019-09-27 05:16:00,2
2019-09-27 05:17:00,1
2019-09-27 05:18:00,1
2019-09-27 05:19:00,1
2019-09-27 05:20:00,2
2019-09-27 05:21:00,2
