42,select * from SpecObjAll where specObjId=#
2019-09-27 01:21:00,1
2019-09-27 02:56:00,1
2019-09-27 04:10:00,1
2019-09-27 04:48:00,1
2019-09-27 05:26:00,1
2019-09-27 05:34:00,1
2019-09-27 06:14:00,1
2019-09-27 07:02:00,1
2019-09-27 07:22:00,1
2019-09-27 10:33:00,1
2019-09-27 11:58:00,1
2019-09-27 12:39:00,1
2019-09-27 14:25:00,1
2019-09-27 15:43:00,1
2019-09-27 15:50:00,1
2019-09-27 16:30:00,1
2019-09-27 16:54:00,1
2019-09-27 17:17:00,1
2019-09-27 18:18:00,1
2019-09-27 20:00:00,1
2019-09-27 20:19:00,1
2019-09-27 21:14:00,1
2019-09-27 21:40:00,1
2019-09-27 21:41:00,11
2019-09-27 21:42:00,6
2019-09-27 23:19:00,1
2019-09-27 23:23:00,1
