2,"SELECT s.SpecObjID, s.z into mydb.MyTable_# from SpecObj as s JOIN SpecLine as L ON s.SpecObjID = L.specObjID    WHERE s.specClass = #     L.LineId = Ha_#"
2019-09-27 08:27:00,1
2019-09-27 08:30:00,1
