53,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-09-27 00:00:00,1
2019-09-27 01:03:00,3
2019-09-27 01:04:00,2
2019-09-27 01:35:00,3
2019-09-27 01:36:00,2
2019-09-27 02:22:00,1
2019-09-27 02:23:00,1
2019-09-27 04:14:00,1
2019-09-27 04:15:00,3
2019-09-27 05:31:00,1
2019-09-27 06:25:00,1
2019-09-27 07:17:00,1
2019-09-27 07:23:00,1
2019-09-27 09:45:00,1
2019-09-27 09:47:00,1
2019-09-27 12:16:00,1
2019-09-27 12:21:00,2
2019-09-27 12:26:00,1
2019-09-27 12:31:00,1
2019-09-27 12:37:00,1
2019-09-27 12:38:00,1
2019-09-27 13:58:00,1
2019-09-27 14:59:00,1
2019-09-27 15:08:00,8
2019-09-27 15:11:00,3
2019-09-27 15:12:00,1
2019-09-27 15:15:00,1
2019-09-27 15:42:00,1
2019-09-27 15:44:00,1
2019-09-27 15:52:00,1
2019-09-27 16:22:00,1
2019-09-27 18:03:00,1
2019-09-27 18:18:00,1
2019-09-27 19:49:00,1
2019-09-27 21:03:00,1
