2,"SELECT TOP # objID,  	      field, ra, dec into mydb.Dolidze3# from PhotoPrimary 	 WHERE     ra > # and ra < # and dec > # and dec < #"
2019-09-27 10:31:00,1
2019-09-27 10:33:00,1
