54,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-25 02:22:00,3
2019-07-25 02:23:00,3
2019-07-25 02:24:00,3
2019-07-25 02:25:00,2
2019-07-25 02:26:00,2
2019-07-25 02:29:00,2
2019-07-25 02:31:00,2
2019-07-25 03:32:00,3
2019-07-25 03:34:00,8
2019-07-25 03:36:00,2
2019-07-25 03:37:00,2
2019-07-25 03:39:00,2
2019-07-25 03:42:00,2
2019-07-25 05:34:00,2
2019-07-25 05:35:00,9
2019-07-25 05:39:00,2
2019-07-25 05:40:00,1
2019-07-25 05:41:00,2
2019-07-25 05:42:00,2
