179,"SELECT s.specObjID as spec_id, dbo.fGetUrlFitsSpectrum(s.specObjId) as spec_url FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.type=# AND s.snMedian>#"
2019-07-25 05:00:00,3
2019-07-25 05:01:00,5
2019-07-25 05:02:00,6
2019-07-25 05:03:00,5
2019-07-25 05:04:00,5
2019-07-25 05:05:00,3
2019-07-25 05:07:00,4
2019-07-25 05:08:00,5
2019-07-25 05:09:00,6
2019-07-25 05:10:00,5
2019-07-25 05:11:00,6
2019-07-25 05:12:00,5
2019-07-25 05:13:00,6
2019-07-25 05:14:00,5
2019-07-25 05:15:00,6
2019-07-25 05:16:00,5
2019-07-25 05:17:00,1
2019-07-25 05:19:00,6
2019-07-25 05:20:00,7
2019-07-25 05:21:00,6
2019-07-25 05:22:00,6
2019-07-25 05:23:00,7
2019-07-25 05:24:00,6
2019-07-25 05:25:00,6
2019-07-25 05:26:00,7
2019-07-25 05:27:00,6
2019-07-25 05:28:00,6
2019-07-25 05:29:00,7
2019-07-25 05:31:00,1
2019-07-25 18:02:00,3
2019-07-25 18:03:00,5
2019-07-25 18:04:00,5
2019-07-25 18:05:00,5
2019-07-25 18:06:00,3
2019-07-25 18:07:00,5
2019-07-25 18:08:00,1
