109,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-07-25 03:01:00,1
2019-07-25 03:02:00,2
2019-07-25 03:03:00,2
2019-07-25 03:04:00,3
2019-07-25 03:05:00,2
2019-07-25 03:06:00,4
2019-07-25 03:07:00,5
2019-07-25 03:08:00,6
2019-07-25 03:09:00,7
2019-07-25 03:10:00,6
2019-07-25 03:11:00,7
2019-07-25 03:12:00,6
2019-07-25 03:13:00,2
2019-07-25 03:14:00,3
2019-07-25 03:15:00,2
2019-07-25 03:16:00,2
2019-07-25 03:17:00,3
2019-07-25 03:18:00,3
2019-07-25 03:20:00,4
2019-07-25 03:21:00,3
2019-07-25 03:22:00,1
2019-07-25 03:23:00,2
2019-07-25 03:24:00,3
2019-07-25 03:27:00,3
2019-07-25 03:28:00,1
2019-07-25 03:31:00,1
2019-07-25 03:32:00,1
2019-07-25 03:36:00,1
2019-07-25 03:39:00,1
2019-07-25 03:42:00,1
2019-07-25 03:45:00,1
2019-07-25 03:47:00,2
2019-07-25 03:57:00,1
2019-07-25 03:58:00,4
2019-07-25 03:59:00,3
2019-07-25 04:00:00,3
2019-07-25 04:01:00,3
2019-07-25 04:02:00,4
