120,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-25 07:11:00,2
2019-07-25 07:12:00,8
2019-07-25 07:13:00,2
2019-07-25 07:14:00,6
2019-07-25 07:15:00,2
2019-07-25 07:16:00,6
2019-07-25 07:17:00,4
2019-07-25 07:18:00,6
2019-07-25 07:19:00,4
2019-07-25 07:33:00,2
2019-07-25 07:34:00,8
2019-07-25 07:35:00,2
2019-07-25 07:36:00,8
2019-07-25 07:37:00,2
2019-07-25 07:38:00,8
2019-07-25 07:39:00,4
2019-07-25 07:40:00,6
2019-07-25 07:54:00,6
2019-07-25 07:55:00,4
2019-07-25 07:56:00,6
2019-07-25 07:57:00,4
2019-07-25 07:58:00,4
2019-07-25 07:59:00,6
2019-07-25 08:00:00,6
2019-07-25 08:01:00,4
