23813,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-25 00:01:00,11
2019-07-25 00:02:00,10
2019-07-25 00:04:00,4
2019-07-25 00:07:00,19
2019-07-25 00:08:00,30
2019-07-25 00:09:00,2
2019-07-25 00:11:00,11
2019-07-25 00:12:00,10
2019-07-25 00:14:00,4
2019-07-25 00:17:00,19
2019-07-25 00:18:00,30
2019-07-25 00:19:00,2
2019-07-25 00:21:00,12
2019-07-25 00:22:00,10
2019-07-25 00:24:00,4
2019-07-25 00:25:00,1
2019-07-25 00:27:00,19
2019-07-25 00:28:00,30
2019-07-25 00:29:00,2
2019-07-25 00:31:00,11
2019-07-25 00:32:00,10
2019-07-25 00:34:00,1
2019-07-25 00:35:00,3
2019-07-25 00:37:00,19
2019-07-25 00:38:00,30
2019-07-25 00:39:00,2
2019-07-25 00:41:00,11
2019-07-25 00:42:00,10
2019-07-25 00:44:00,1
2019-07-25 00:45:00,3
2019-07-25 00:47:00,19
2019-07-25 00:48:00,30
2019-07-25 00:49:00,2
2019-07-25 00:51:00,11
2019-07-25 00:52:00,10
2019-07-25 00:54:00,1
2019-07-25 00:55:00,3
2019-07-25 00:57:00,19
2019-07-25 00:58:00,30
2019-07-25 00:59:00,2
2019-07-25 01:01:00,11
2019-07-25 01:02:00,10
2019-07-25 01:04:00,1
2019-07-25 01:05:00,3
2019-07-25 01:07:00,19
2019-07-25 01:08:00,30
2019-07-25 01:09:00,2
2019-07-25 01:11:00,11
2019-07-25 01:12:00,10
2019-07-25 01:14:00,1
2019-07-25 01:15:00,3
2019-07-25 01:17:00,19
2019-07-25 01:18:00,30
2019-07-25 01:19:00,2
2019-07-25 01:21:00,10
2019-07-25 01:22:00,10
2019-07-25 01:23:00,1
2019-07-25 01:24:00,1
2019-07-25 01:25:00,3
2019-07-25 01:27:00,19
2019-07-25 01:28:00,30
2019-07-25 01:29:00,2
2019-07-25 01:31:00,10
2019-07-25 01:32:00,10
2019-07-25 01:33:00,1
2019-07-25 01:34:00,1
2019-07-25 01:35:00,3
2019-07-25 01:37:00,19
2019-07-25 01:38:00,30
2019-07-25 01:39:00,2
2019-07-25 01:41:00,10
2019-07-25 01:42:00,10
2019-07-25 01:43:00,1
2019-07-25 01:44:00,1
2019-07-25 01:45:00,3
2019-07-25 01:47:00,19
2019-07-25 01:48:00,29
2019-07-25 01:49:00,3
2019-07-25 01:51:00,10
2019-07-25 01:52:00,10
2019-07-25 01:53:00,1
2019-07-25 01:54:00,2
2019-07-25 01:55:00,3
2019-07-25 01:57:00,19
