9,SELECT TOP # sp.*
2019-07-25 22:55:00,1
2019-07-25 23:16:00,2
2019-07-25 23:17:00,1
2019-07-25 23:18:00,2
2019-07-25 23:19:00,1
2019-07-25 23:20:00,2
