12,select top # * from [lista_all_galaxies]
2019-07-25 07:54:00,1
2019-07-25 07:55:00,2
2019-07-25 08:11:00,1
2019-07-25 08:27:00,1
2019-07-25 08:29:00,2
2019-07-25 08:31:00,1
2019-07-25 09:28:00,1
2019-07-25 10:04:00,1
2019-07-25 10:25:00,1
2019-07-25 13:35:00,1
