19,"select top #  z, ra, dec, bestObjID from  specObj where  class = &&&   and z > #   and zWarning = #"
2019-07-25 19:10:00,1
2019-07-25 19:13:00,1
2019-07-25 20:29:00,1
2019-07-25 20:30:00,4
2019-07-25 20:32:00,1
2019-07-25 20:33:00,4
2019-07-25 21:46:00,2
2019-07-25 21:48:00,2
2019-07-25 21:49:00,2
2019-07-25 23:01:00,1
