11,"SELECT TOP # specObjID, z FROM SpecObj WHERE  class = &&&  AND zWarning = # and z between # and #"
2019-03-15 15:14:00,2
2019-03-15 15:17:00,1
2019-03-15 15:19:00,1
2019-03-15 15:20:00,1
2019-03-15 15:21:00,1
2019-03-15 15:22:00,2
2019-03-15 15:23:00,1
2019-03-15 15:24:00,2
