128,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-15 13:41:00,1
2019-03-15 14:50:00,7
2019-03-15 14:51:00,6
2019-03-15 15:58:00,7
2019-03-15 15:59:00,12
2019-03-15 16:00:00,11
2019-03-15 16:25:00,1
2019-03-15 16:53:00,6
2019-03-15 16:54:00,11
2019-03-15 16:55:00,17
2019-03-15 16:56:00,2
2019-03-15 17:46:00,2
2019-03-15 17:47:00,11
2019-03-15 17:48:00,9
2019-03-15 19:42:00,1
2019-03-15 19:51:00,1
2019-03-15 20:44:00,1
2019-03-15 20:45:00,9
2019-03-15 21:22:00,2
2019-03-15 21:45:00,6
2019-03-15 21:46:00,3
2019-03-15 22:09:00,1
2019-03-15 23:48:00,1
