31,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-03-15 03:32:00,1
2019-03-15 05:08:00,1
2019-03-15 05:09:00,11
2019-03-15 05:51:00,1
2019-03-15 07:05:00,1
2019-03-15 07:27:00,1
2019-03-15 08:01:00,1
2019-03-15 09:31:00,1
2019-03-15 09:46:00,1
2019-03-15 10:15:00,1
2019-03-15 10:53:00,1
2019-03-15 13:33:00,1
2019-03-15 13:46:00,1
2019-03-15 13:48:00,3
2019-03-15 13:50:00,2
2019-03-15 13:53:00,1
2019-03-15 14:36:00,1
2019-03-15 14:44:00,1
