3003,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-03-15 01:00:00,4
2019-03-15 01:01:00,12
2019-03-15 01:02:00,12
2019-03-15 01:03:00,10
2019-03-15 01:04:00,10
2019-03-15 01:05:00,12
2019-03-15 01:06:00,4
2019-03-15 01:07:00,6
2019-03-15 01:08:00,4
2019-03-15 01:09:00,6
2019-03-15 01:10:00,5
2019-03-15 01:11:00,7
2019-03-15 01:12:00,4
2019-03-15 01:13:00,4
2019-03-15 01:14:00,4
2019-03-15 01:15:00,4
2019-03-15 01:16:00,8
2019-03-15 01:17:00,4
2019-03-15 01:18:00,7
2019-03-15 01:19:00,5
2019-03-15 01:20:00,7
2019-03-15 01:21:00,5
2019-03-15 01:22:00,4
2019-03-15 01:23:00,8
2019-03-15 01:24:00,4
2019-03-15 01:25:00,6
2019-03-15 01:26:00,6
2019-03-15 01:27:00,4
2019-03-15 01:28:00,4
2019-03-15 01:29:00,6
2019-03-15 01:30:00,6
2019-03-15 01:31:00,5
2019-03-15 01:32:00,5
2019-03-15 01:33:00,4
2019-03-15 01:34:00,6
2019-03-15 01:35:00,6
2019-03-15 01:36:00,4
2019-03-15 01:37:00,4
2019-03-15 01:38:00,6
2019-03-15 01:39:00,6
2019-03-15 01:40:00,6
2019-03-15 01:41:00,4
2019-03-15 01:42:00,4
2019-03-15 01:43:00,6
2019-03-15 01:44:00,6
2019-03-15 01:45:00,6
2019-03-15 01:46:00,6
2019-03-15 01:47:00,6
2019-03-15 01:48:00,6
2019-03-15 01:49:00,4
2019-03-15 01:50:00,4
2019-03-15 01:51:00,8
2019-03-15 01:52:00,6
2019-03-15 01:53:00,4
2019-03-15 01:54:00,6
2019-03-15 01:55:00,8
2019-03-15 01:56:00,4
2019-03-15 01:57:00,6
2019-03-15 01:58:00,4
2019-03-15 01:59:00,6
2019-03-15 02:00:00,4
2019-03-15 02:01:00,6
2019-03-15 02:02:00,4
2019-03-15 02:03:00,4
2019-03-15 02:04:00,8
2019-03-15 02:05:00,6
2019-03-15 02:06:00,6
2019-03-15 02:07:00,6
2019-03-15 02:08:00,8
2019-03-15 02:09:00,8
2019-03-15 02:10:00,6
2019-03-15 02:11:00,6
2019-03-15 02:12:00,6
2019-03-15 02:13:00,5
2019-03-15 02:14:00,7
2019-03-15 02:15:00,10
2019-03-15 02:16:00,7
2019-03-15 02:17:00,5
2019-03-15 02:18:00,8
2019-03-15 02:19:00,4
2019-03-15 02:20:00,4
2019-03-15 02:21:00,6
2019-03-15 02:22:00,6
2019-03-15 02:23:00,6
2019-03-15 02:24:00,2
2019-03-15 02:25:00,4
2019-03-15 02:26:00,2
2019-03-15 02:27:00,4
2019-03-15 02:28:00,4
2019-03-15 02:29:00,2
2019-03-15 02:30:00,4
2019-03-15 02:31:00,4
2019-03-15 02:32:00,2
2019-03-15 02:33:00,4
2019-03-15 02:34:00,4
2019-03-15 02:35:00,5
2019-03-15 02:36:00,4
2019-03-15 02:37:00,3
2019-03-15 02:38:00,3
2019-03-15 02:39:00,5
2019-03-15 02:40:00,6
2019-03-15 02:41:00,2
2019-03-15 02:42:00,4
2019-03-15 02:43:00,4
2019-03-15 02:44:00,4
2019-03-15 02:45:00,3
2019-03-15 02:46:00,5
2019-03-15 02:47:00,4
2019-03-15 02:48:00,4
2019-03-15 02:49:00,4
2019-03-15 02:50:00,4
2019-03-15 02:51:00,4
2019-03-15 02:52:00,4
2019-03-15 02:53:00,4
2019-03-15 02:54:00,2
2019-03-15 02:55:00,2
2019-03-15 02:56:00,4
2019-03-15 02:57:00,4
2019-03-15 02:58:00,6
2019-03-15 02:59:00,2
2019-03-15 03:00:00,6
2019-03-15 03:02:00,2
2019-03-15 03:03:00,4
2019-03-15 03:04:00,4
2019-03-15 03:05:00,1
2019-03-15 03:06:00,5
2019-03-15 03:07:00,4
2019-03-15 03:08:00,2
2019-03-15 03:09:00,4
2019-03-15 03:10:00,6
2019-03-15 03:11:00,4
2019-03-15 03:12:00,3
2019-03-15 03:13:00,5
2019-03-15 03:14:00,4
2019-03-15 03:15:00,2
2019-03-15 03:16:00,6
2019-03-15 03:17:00,4
2019-03-15 03:18:00,4
2019-03-15 03:19:00,4
2019-03-15 03:20:00,6
2019-03-15 03:21:00,4
2019-03-15 03:22:00,4
2019-03-15 03:23:00,4
2019-03-15 03:24:00,3
2019-03-15 03:25:00,5
2019-03-15 03:26:00,2
2019-03-15 03:27:00,4
2019-03-15 03:28:00,6
2019-03-15 03:29:00,2
2019-03-15 03:30:00,2
2019-03-15 03:31:00,6
2019-03-15 03:32:00,4
2019-03-15 03:33:00,4
2019-03-15 03:34:00,4
2019-03-15 03:35:00,4
2019-03-15 03:36:00,4
2019-03-15 03:37:00,2
2019-03-15 03:38:00,4
2019-03-15 03:39:00,4
2019-03-15 03:40:00,6
2019-03-15 03:41:00,4
2019-03-15 03:42:00,6
2019-03-15 03:43:00,2
2019-03-15 03:44:00,4
2019-03-15 03:45:00,4
2019-03-15 03:46:00,6
2019-03-15 03:47:00,2
2019-03-15 03:48:00,6
2019-03-15 03:49:00,4
2019-03-15 03:50:00,2
2019-03-15 03:51:00,6
2019-03-15 03:52:00,4
2019-03-15 03:53:00,4
2019-03-15 03:54:00,6
2019-03-15 03:55:00,4
2019-03-15 03:56:00,6
2019-03-15 03:57:00,4
2019-03-15 03:58:00,8
2019-03-15 03:59:00,6
2019-03-15 04:00:00,4
2019-03-15 04:01:00,6
2019-03-15 04:02:00,6
2019-03-15 04:03:00,6
2019-03-15 04:04:00,6
2019-03-15 04:05:00,4
2019-03-15 04:06:00,8
2019-03-15 04:07:00,6
2019-03-15 04:08:00,6
2019-03-15 04:09:00,4
2019-03-15 04:10:00,6
2019-03-15 04:11:00,8
2019-03-15 04:12:00,4
2019-03-15 04:13:00,8
2019-03-15 04:14:00,8
2019-03-15 04:15:00,4
2019-03-15 04:16:00,8
2019-03-15 04:17:00,6
2019-03-15 04:18:00,6
2019-03-15 04:19:00,10
2019-03-15 04:20:00,7
2019-03-15 04:21:00,13
2019-03-15 04:22:00,7
2019-03-15 04:23:00,8
2019-03-15 04:24:00,6
2019-03-15 04:25:00,8
2019-03-15 04:26:00,8
2019-03-15 04:27:00,6
2019-03-15 04:28:00,13
2019-03-15 04:29:00,13
2019-03-15 04:30:00,10
2019-03-15 04:31:00,12
2019-03-15 04:32:00,7
2019-03-15 04:33:00,4
2019-03-15 04:34:00,4
2019-03-15 04:35:00,6
2019-03-15 04:36:00,8
2019-03-15 04:37:00,5
2019-03-15 04:39:00,4
2019-03-15 04:40:00,8
2019-03-15 04:41:00,8
2019-03-15 04:42:00,12
2019-03-15 04:43:00,10
2019-03-15 04:44:00,10
2019-03-15 04:45:00,12
2019-03-15 04:46:00,14
2019-03-15 04:48:00,4
2019-03-15 04:49:00,8
2019-03-15 04:50:00,8
2019-03-15 04:51:00,8
2019-03-15 04:52:00,8
2019-03-15 04:53:00,15
2019-03-15 04:54:00,3
2019-03-15 04:55:00,4
2019-03-15 04:56:00,4
2019-03-15 04:57:00,6
2019-03-15 04:58:00,6
2019-03-15 04:59:00,8
2019-03-15 05:00:00,8
2019-03-15 05:02:00,7
2019-03-15 05:03:00,10
2019-03-15 05:04:00,4
2019-03-15 05:05:00,1
2019-03-15 05:06:00,7
2019-03-15 05:07:00,8
2019-03-15 05:08:00,8
2019-03-15 05:09:00,8
2019-03-15 05:11:00,8
2019-03-15 05:12:00,12
2019-03-15 05:13:00,4
2019-03-15 05:14:00,4
2019-03-15 05:15:00,8
2019-03-15 05:16:00,10
2019-03-15 05:17:00,8
2019-03-15 05:18:00,2
2019-03-15 05:19:00,1
2019-03-15 05:20:00,3
2019-03-15 05:21:00,6
2019-03-15 05:22:00,8
2019-03-15 05:23:00,2
2019-03-15 05:24:00,2
2019-03-15 05:25:00,4
2019-03-15 05:26:00,8
2019-03-15 05:27:00,10
2019-03-15 05:28:00,12
2019-03-15 05:29:00,12
2019-03-15 05:30:00,12
2019-03-15 05:31:00,21
2019-03-15 05:32:00,13
2019-03-15 05:33:00,16
2019-03-15 05:34:00,17
2019-03-15 05:35:00,19
2019-03-15 05:36:00,14
2019-03-15 05:37:00,14
2019-03-15 05:38:00,16
2019-03-15 05:39:00,12
2019-03-15 05:40:00,16
2019-03-15 05:41:00,12
2019-03-15 05:42:00,14
2019-03-15 05:43:00,14
2019-03-15 05:44:00,17
2019-03-15 05:45:00,16
2019-03-15 05:46:00,12
2019-03-15 05:47:00,15
2019-03-15 05:48:00,14
2019-03-15 05:49:00,15
2019-03-15 05:50:00,15
2019-03-15 05:51:00,16
2019-03-15 05:52:00,12
2019-03-15 05:53:00,16
2019-03-15 05:54:00,16
2019-03-15 05:55:00,15
2019-03-15 05:56:00,16
2019-03-15 05:57:00,13
2019-03-15 05:58:00,16
2019-03-15 05:59:00,17
2019-03-15 06:00:00,16
2019-03-15 06:01:00,16
2019-03-15 06:02:00,15
2019-03-15 06:03:00,14
2019-03-15 06:04:00,15
2019-03-15 06:05:00,14
2019-03-15 06:06:00,15
2019-03-15 06:07:00,14
2019-03-15 06:08:00,14
2019-03-15 06:09:00,16
2019-03-15 06:10:00,13
2019-03-15 06:11:00,15
2019-03-15 06:12:00,16
2019-03-15 06:13:00,12
2019-03-15 06:14:00,12
2019-03-15 06:15:00,16
2019-03-15 06:16:00,14
2019-03-15 06:17:00,15
2019-03-15 06:18:00,16
2019-03-15 06:19:00,15
2019-03-15 06:20:00,14
2019-03-15 06:21:00,12
2019-03-15 06:22:00,16
2019-03-15 06:23:00,14
2019-03-15 06:24:00,14
2019-03-15 06:25:00,14
2019-03-15 06:26:00,20
2019-03-15 06:27:00,16
2019-03-15 06:28:00,20
2019-03-15 06:29:00,15
2019-03-15 06:30:00,16
2019-03-15 06:31:00,16
2019-03-15 06:32:00,10
2019-03-15 06:33:00,2
2019-03-15 06:34:00,2
2019-03-15 06:35:00,3
2019-03-15 06:36:00,2
2019-03-15 06:37:00,5
2019-03-15 06:38:00,1
2019-03-15 06:39:00,2
2019-03-15 06:40:00,6
2019-03-15 06:44:00,2
2019-03-15 06:45:00,8
2019-03-15 06:46:00,4
2019-03-15 06:48:00,6
2019-03-15 06:49:00,8
2019-03-15 06:50:00,4
2019-03-15 06:51:00,4
2019-03-15 06:52:00,4
2019-03-15 06:55:00,2
2019-03-15 06:56:00,12
2019-03-15 06:57:00,10
2019-03-15 06:58:00,4
2019-03-15 06:59:00,14
2019-03-15 07:00:00,10
2019-03-15 07:01:00,4
2019-03-15 07:03:00,6
2019-03-15 07:05:00,4
2019-03-15 07:08:00,2
2019-03-15 07:09:00,2
2019-03-15 07:11:00,4
2019-03-15 07:12:00,4
2019-03-15 07:13:00,4
2019-03-15 07:15:00,4
2019-03-15 07:16:00,6
2019-03-15 07:17:00,4
2019-03-15 07:19:00,4
2019-03-15 07:21:00,10
2019-03-15 07:22:00,2
2019-03-15 07:26:00,4
2019-03-15 07:29:00,6
2019-03-15 07:31:00,4
2019-03-15 07:32:00,4
2019-03-15 07:34:00,3
2019-03-15 07:35:00,1
2019-03-15 07:36:00,4
2019-03-15 07:37:00,4
2019-03-15 07:41:00,4
2019-03-15 07:42:00,4
2019-03-15 13:06:00,2
2019-03-15 13:07:00,6
2019-03-15 13:08:00,4
2019-03-15 13:09:00,4
2019-03-15 13:10:00,4
2019-03-15 13:11:00,5
2019-03-15 13:12:00,7
2019-03-15 13:13:00,8
2019-03-15 13:14:00,4
2019-03-15 13:22:00,2
2019-03-15 13:25:00,8
2019-03-15 13:31:00,8
2019-03-15 13:36:00,6
2019-03-15 13:37:00,2
2019-03-15 13:40:00,18
2019-03-15 13:45:00,8
2019-03-15 13:59:00,8
2019-03-15 14:00:00,8
2019-03-15 14:01:00,8
2019-03-15 14:02:00,16
2019-03-15 14:03:00,16
2019-03-15 14:04:00,20
2019-03-15 14:05:00,16
2019-03-15 14:06:00,16
2019-03-15 14:07:00,8
2019-03-15 15:13:00,4
2019-03-15 18:00:00,5
2019-03-15 18:01:00,1
2019-03-15 18:02:00,6
2019-03-15 18:03:00,4
2019-03-15 18:04:00,4
2019-03-15 18:06:00,4
2019-03-15 18:07:00,4
2019-03-15 18:08:00,4
2019-03-15 18:09:00,4
2019-03-15 18:10:00,4
2019-03-15 18:11:00,6
2019-03-15 18:12:00,2
2019-03-15 18:13:00,8
2019-03-15 18:14:00,14
2019-03-15 18:15:00,4
2019-03-15 18:16:00,8
2019-03-15 18:17:00,9
2019-03-15 18:18:00,2
2019-03-15 18:19:00,2
2019-03-15 18:20:00,2
2019-03-15 18:21:00,2
2019-03-15 18:22:00,8
2019-03-15 18:23:00,2
2019-03-15 18:24:00,2
2019-03-15 18:25:00,4
2019-03-15 18:27:00,6
2019-03-15 18:29:00,4
2019-03-15 20:50:00,2
2019-03-15 20:58:00,2
2019-03-15 20:59:00,2
2019-03-15 21:00:00,2
2019-03-15 21:04:00,4
2019-03-15 21:06:00,6
2019-03-15 21:08:00,4
