104,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-04-03 00:25:00,1
2019-04-03 01:30:00,1
2019-04-03 01:40:00,1
2019-04-03 01:42:00,1
2019-04-03 01:43:00,2
2019-04-03 01:45:00,2
2019-04-03 02:32:00,1
2019-04-03 02:40:00,2
2019-04-03 02:53:00,3
2019-04-03 03:01:00,2
2019-04-03 03:17:00,1
2019-04-03 03:41:00,2
2019-04-03 04:06:00,1
2019-04-03 04:28:00,1
2019-04-03 04:39:00,1
2019-04-03 05:55:00,1
2019-04-03 05:57:00,1
2019-04-03 05:58:00,1
2019-04-03 05:59:00,1
2019-04-03 06:49:00,1
2019-04-03 07:49:00,1
2019-04-03 08:13:00,1
2019-04-03 08:15:00,1
2019-04-03 08:17:00,1
2019-04-03 08:18:00,1
2019-04-03 08:19:00,2
2019-04-03 08:22:00,1
2019-04-03 08:45:00,2
2019-04-03 08:54:00,3
2019-04-03 08:58:00,1
2019-04-03 09:05:00,1
2019-04-03 09:09:00,1
2019-04-03 09:24:00,1
2019-04-03 09:55:00,1
2019-04-03 10:45:00,1
2019-04-03 10:53:00,1
2019-04-03 11:15:00,1
2019-04-03 11:29:00,1
2019-04-03 11:33:00,2
2019-04-03 11:53:00,1
2019-04-03 11:58:00,2
2019-04-03 12:15:00,1
2019-04-03 12:46:00,3
2019-04-03 13:02:00,1
2019-04-03 13:03:00,1
2019-04-03 13:04:00,1
2019-04-03 13:05:00,1
2019-04-03 13:29:00,1
2019-04-03 13:36:00,3
2019-04-03 13:37:00,3
2019-04-03 14:08:00,1
2019-04-03 14:11:00,2
2019-04-03 14:26:00,1
2019-04-03 14:28:00,1
2019-04-03 14:42:00,1
2019-04-03 14:52:00,4
2019-04-03 15:21:00,2
2019-04-03 15:22:00,1
2019-04-03 15:28:00,1
2019-04-03 15:46:00,1
2019-04-03 15:50:00,1
2019-04-03 16:25:00,1
2019-04-03 16:52:00,1
2019-04-03 17:59:00,1
2019-04-03 18:21:00,1
2019-04-03 18:29:00,3
2019-04-03 18:30:00,1
2019-04-03 18:52:00,1
2019-04-03 18:56:00,1
2019-04-03 19:00:00,1
2019-04-03 19:04:00,1
2019-04-03 19:05:00,1
2019-04-03 19:54:00,1
2019-04-03 19:56:00,2
2019-04-03 20:37:00,1
2019-04-03 21:40:00,1
2019-04-03 22:06:00,1
