3295,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-04-03 12:39:00,7
2019-04-03 12:40:00,2
2019-04-03 12:41:00,4
2019-04-03 12:42:00,8
2019-04-03 12:43:00,12
2019-04-03 12:44:00,10
2019-04-03 12:45:00,12
2019-04-03 12:46:00,5
2019-04-03 12:48:00,8
2019-04-03 12:49:00,8
2019-04-03 12:50:00,8
2019-04-03 12:51:00,9
2019-04-03 12:52:00,6
2019-04-03 12:53:00,8
2019-04-03 12:54:00,6
2019-04-03 12:55:00,9
2019-04-03 12:56:00,11
2019-04-03 12:57:00,10
2019-04-03 12:58:00,10
2019-04-03 12:59:00,5
2019-04-03 13:00:00,6
2019-04-03 13:01:00,4
2019-04-03 13:02:00,14
2019-04-03 13:03:00,14
2019-04-03 13:04:00,17
2019-04-03 13:05:00,18
2019-04-03 13:06:00,17
2019-04-03 13:07:00,24
2019-04-03 13:08:00,23
2019-04-03 13:09:00,5
2019-04-03 13:10:00,16
2019-04-03 13:11:00,26
2019-04-03 13:12:00,19
2019-04-03 13:13:00,22
2019-04-03 13:14:00,11
2019-04-03 13:15:00,11
2019-04-03 13:16:00,15
2019-04-03 13:17:00,12
2019-04-03 13:18:00,24
2019-04-03 13:19:00,19
2019-04-03 13:20:00,17
2019-04-03 13:21:00,14
2019-04-03 13:22:00,15
2019-04-03 13:23:00,32
2019-04-03 13:24:00,24
2019-04-03 13:25:00,11
2019-04-03 13:26:00,18
2019-04-03 13:27:00,17
2019-04-03 13:28:00,16
2019-04-03 13:29:00,16
2019-04-03 13:30:00,13
2019-04-03 13:31:00,9
2019-04-03 13:32:00,9
2019-04-03 13:33:00,1
2019-04-03 13:34:00,6
2019-04-03 13:35:00,6
2019-04-03 13:36:00,10
2019-04-03 13:37:00,6
2019-04-03 13:38:00,4
