80,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),r.z,r.Zerr FROM Galaxy as p, photoz as r WHERE p.ObjID=r.ObjID and p.modelmag_r<# and p.ra<# and p.ra># and p.dec># and p.dec<# order by p.modelmag_r"
2019-04-03 00:00:00,7
2019-04-03 00:01:00,7
2019-04-03 00:02:00,3
2019-04-03 00:03:00,11
2019-04-03 00:04:00,4
2019-04-03 00:06:00,5
2019-04-03 00:09:00,1
2019-04-03 00:10:00,1
2019-04-03 00:13:00,1
2019-04-03 00:17:00,3
2019-04-03 00:18:00,4
2019-04-03 00:19:00,1
2019-04-03 00:20:00,3
2019-04-03 00:21:00,13
2019-04-03 00:22:00,1
2019-04-03 14:55:00,7
2019-04-03 14:56:00,8
