103,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-03 03:46:00,1
2019-04-03 04:03:00,1
2019-04-03 04:04:00,1
2019-04-03 05:59:00,1
2019-04-03 07:48:00,20
2019-04-03 07:49:00,20
2019-04-03 09:18:00,6
2019-04-03 12:34:00,1
2019-04-03 12:56:00,1
2019-04-03 13:10:00,17
2019-04-03 13:38:00,1
2019-04-03 13:40:00,2
2019-04-03 13:41:00,2
2019-04-03 13:44:00,1
2019-04-03 13:48:00,1
2019-04-03 13:52:00,1
2019-04-03 13:56:00,1
2019-04-03 14:00:00,1
2019-04-03 14:04:00,1
2019-04-03 14:09:00,1
2019-04-03 14:14:00,1
2019-04-03 14:17:00,1
2019-04-03 14:22:00,2
2019-04-03 14:23:00,3
2019-04-03 14:24:00,4
2019-04-03 14:25:00,2
2019-04-03 14:26:00,2
2019-04-03 14:27:00,3
2019-04-03 14:28:00,1
2019-04-03 14:32:00,1
2019-04-03 14:34:00,1
2019-04-03 14:39:00,1
