14953,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-03 13:39:00,52
2019-04-03 13:40:00,51
2019-04-03 13:41:00,76
2019-04-03 13:42:00,76
2019-04-03 13:43:00,69
2019-04-03 13:44:00,61
2019-04-03 13:45:00,50
2019-04-03 13:46:00,58
2019-04-03 13:47:00,47
2019-04-03 13:48:00,65
2019-04-03 13:49:00,69
2019-04-03 13:50:00,61
2019-04-03 13:51:00,65
2019-04-03 13:52:00,70
2019-04-03 13:53:00,64
2019-04-03 13:54:00,47
2019-04-03 13:55:00,55
2019-04-03 13:56:00,55
2019-04-03 13:57:00,56
2019-04-03 13:58:00,52
2019-04-03 13:59:00,61
2019-04-03 14:00:00,55
2019-04-03 14:01:00,67
2019-04-03 14:02:00,55
2019-04-03 14:03:00,67
2019-04-03 14:04:00,58
2019-04-03 14:05:00,70
2019-04-03 14:06:00,57
2019-04-03 14:07:00,88
2019-04-03 14:08:00,94
2019-04-03 14:09:00,105
2019-04-03 14:10:00,108
2019-04-03 14:11:00,103
2019-04-03 14:12:00,111
2019-04-03 14:13:00,119
2019-04-03 14:14:00,123
2019-04-03 14:15:00,133
2019-04-03 14:16:00,147
2019-04-03 14:17:00,162
2019-04-03 14:18:00,173
2019-04-03 14:19:00,210
2019-04-03 14:20:00,211
2019-04-03 14:21:00,234
2019-04-03 14:22:00,200
2019-04-03 14:23:00,120
2019-04-03 14:24:00,108
2019-04-03 14:25:00,103
2019-04-03 14:26:00,66
2019-04-03 14:27:00,41
2019-04-03 14:28:00,35
2019-04-03 14:29:00,30
2019-04-03 14:30:00,32
2019-04-03 14:31:00,37
2019-04-03 14:32:00,32
2019-04-03 14:33:00,31
2019-04-03 14:34:00,38
2019-04-03 14:35:00,32
2019-04-03 14:36:00,36
2019-04-03 14:37:00,32
2019-04-03 14:38:00,33
2019-04-03 14:39:00,31
2019-04-03 14:40:00,30
2019-04-03 14:41:00,33
2019-04-03 14:42:00,33
2019-04-03 14:43:00,30
2019-04-03 14:44:00,31
2019-04-03 14:45:00,32
2019-04-03 14:46:00,29
2019-04-03 14:47:00,35
2019-04-03 14:48:00,28
2019-04-03 14:49:00,29
2019-04-03 14:50:00,31
2019-04-03 14:51:00,36
2019-04-03 14:52:00,32
2019-04-03 14:53:00,26
2019-04-03 14:54:00,36
2019-04-03 14:55:00,36
2019-04-03 14:56:00,34
2019-04-03 14:57:00,33
2019-04-03 14:58:00,30
2019-04-03 14:59:00,32
2019-04-03 15:00:00,35
2019-04-03 15:01:00,34
2019-04-03 15:02:00,29
2019-04-03 15:03:00,32
2019-04-03 15:04:00,32
2019-04-03 15:05:00,28
2019-04-03 15:06:00,34
2019-04-03 15:07:00,32
2019-04-03 15:08:00,32
2019-04-03 15:09:00,34
2019-04-03 15:10:00,30
2019-04-03 15:11:00,29
2019-04-03 15:12:00,33
2019-04-03 15:13:00,29
2019-04-03 15:14:00,33
2019-04-03 15:15:00,30
2019-04-03 15:16:00,35
2019-04-03 15:17:00,33
2019-04-03 15:18:00,36
2019-04-03 15:19:00,45
2019-04-03 15:20:00,57
2019-04-03 15:21:00,69
2019-04-03 15:22:00,98
2019-04-03 15:23:00,140
2019-04-03 15:24:00,156
2019-04-03 15:25:00,127
2019-04-03 15:26:00,152
2019-04-03 15:27:00,153
2019-04-03 15:28:00,113
2019-04-03 15:29:00,129
2019-04-03 15:30:00,97
2019-04-03 15:31:00,104
2019-04-03 15:32:00,87
2019-04-03 15:33:00,92
2019-04-03 15:34:00,74
2019-04-03 15:35:00,81
2019-04-03 15:36:00,67
2019-04-03 15:37:00,79
2019-04-03 15:38:00,80
2019-04-03 15:39:00,78
2019-04-03 15:40:00,83
2019-04-03 15:41:00,73
2019-04-03 15:42:00,92
2019-04-03 15:43:00,73
2019-04-03 15:44:00,65
2019-04-03 15:45:00,77
2019-04-03 15:46:00,79
2019-04-03 15:47:00,78
2019-04-03 15:48:00,55
2019-04-03 15:49:00,65
2019-04-03 15:50:00,70
2019-04-03 15:51:00,63
2019-04-03 15:52:00,70
2019-04-03 15:53:00,67
2019-04-03 15:54:00,50
2019-04-03 15:55:00,52
2019-04-03 15:56:00,61
2019-04-03 15:57:00,53
2019-04-03 15:58:00,60
2019-04-03 15:59:00,44
2019-04-03 16:00:00,69
2019-04-03 16:01:00,57
2019-04-03 16:02:00,60
2019-04-03 16:03:00,50
2019-04-03 16:04:00,48
2019-04-03 16:05:00,55
2019-04-03 16:06:00,56
2019-04-03 16:07:00,53
2019-04-03 16:08:00,54
2019-04-03 16:09:00,43
2019-04-03 16:10:00,60
2019-04-03 16:11:00,74
2019-04-03 16:12:00,67
2019-04-03 16:13:00,68
2019-04-03 16:14:00,80
2019-04-03 16:15:00,76
2019-04-03 16:16:00,103
2019-04-03 16:17:00,109
2019-04-03 16:18:00,164
2019-04-03 16:19:00,153
2019-04-03 16:20:00,111
2019-04-03 16:21:00,53
2019-04-03 16:22:00,53
2019-04-03 16:23:00,40
2019-04-03 16:24:00,57
2019-04-03 16:25:00,60
2019-04-03 16:26:00,63
2019-04-03 16:27:00,47
2019-04-03 16:28:00,56
2019-04-03 16:29:00,57
2019-04-03 16:30:00,77
2019-04-03 16:31:00,100
2019-04-03 16:32:00,79
2019-04-03 16:33:00,52
2019-04-03 16:34:00,45
2019-04-03 16:35:00,46
2019-04-03 16:36:00,43
2019-04-03 16:37:00,35
2019-04-03 16:38:00,30
2019-04-03 16:39:00,32
2019-04-03 16:40:00,32
2019-04-03 16:41:00,32
2019-04-03 16:42:00,30
2019-04-03 16:43:00,32
2019-04-03 16:44:00,36
2019-04-03 16:45:00,27
2019-04-03 16:46:00,34
2019-04-03 16:47:00,32
2019-04-03 16:48:00,38
2019-04-03 16:49:00,33
2019-04-03 16:50:00,36
2019-04-03 16:51:00,33
2019-04-03 16:52:00,32
2019-04-03 16:53:00,36
2019-04-03 16:54:00,38
2019-04-03 16:55:00,33
2019-04-03 16:56:00,31
2019-04-03 16:57:00,34
2019-04-03 16:58:00,28
2019-04-03 16:59:00,32
2019-04-03 17:00:00,36
2019-04-03 17:01:00,31
2019-04-03 17:02:00,30
2019-04-03 17:03:00,28
2019-04-03 17:04:00,31
2019-04-03 17:05:00,37
2019-04-03 17:06:00,59
2019-04-03 17:07:00,52
2019-04-03 17:08:00,57
2019-04-03 17:09:00,55
2019-04-03 17:10:00,48
2019-04-03 17:11:00,66
2019-04-03 17:12:00,73
2019-04-03 17:13:00,93
2019-04-03 17:14:00,97
2019-04-03 17:15:00,77
2019-04-03 17:16:00,93
2019-04-03 17:17:00,71
2019-04-03 17:18:00,83
2019-04-03 17:19:00,85
2019-04-03 17:20:00,81
2019-04-03 17:21:00,64
2019-04-03 17:22:00,73
2019-04-03 17:23:00,82
2019-04-03 17:24:00,73
2019-04-03 17:25:00,53
2019-04-03 17:26:00,56
2019-04-03 17:27:00,70
2019-04-03 17:28:00,53
2019-04-03 17:29:00,38
2019-04-03 17:30:00,35
2019-04-03 17:31:00,35
2019-04-03 17:32:00,22
2019-04-03 17:33:00,31
2019-04-03 17:34:00,28
2019-04-03 17:35:00,18
2019-04-03 17:36:00,12
2019-04-03 17:37:00,8
2019-04-03 17:38:00,6
2019-04-03 17:39:00,9
2019-04-03 17:40:00,10
2019-04-03 17:41:00,10
2019-04-03 17:42:00,5
2019-04-03 17:43:00,3
2019-04-03 17:44:00,3
2019-04-03 17:45:00,7
2019-04-03 17:47:00,1
2019-04-03 17:49:00,1
2019-04-03 17:50:00,2
2019-04-03 17:51:00,1
2019-04-03 17:52:00,1
2019-04-03 17:53:00,4
2019-04-03 17:54:00,3
2019-04-03 17:56:00,1
2019-04-03 17:57:00,2
2019-04-03 17:59:00,3
2019-04-03 18:01:00,1
2019-04-03 18:02:00,2
2019-04-03 18:05:00,1
2019-04-03 18:06:00,1
2019-04-03 18:07:00,2
2019-04-03 18:18:00,2
2019-04-03 18:19:00,1
2019-04-03 18:20:00,1
2019-04-03 18:24:00,1
2019-04-03 18:33:00,2
2019-04-03 18:36:00,1
2019-04-03 18:38:00,1
2019-04-03 18:39:00,1
2019-04-03 18:41:00,2
2019-04-03 18:42:00,1
2019-04-03 18:43:00,2
2019-04-03 18:44:00,1
2019-04-03 18:45:00,1
2019-04-03 18:49:00,1
2019-04-03 18:51:00,2
2019-04-03 18:52:00,1
2019-04-03 18:53:00,1
2019-04-03 18:56:00,2
2019-04-03 18:57:00,1
2019-04-03 18:58:00,1
2019-04-03 18:59:00,2
2019-04-03 19:00:00,2
2019-04-03 19:01:00,1
2019-04-03 19:02:00,1
2019-04-03 19:03:00,1
2019-04-03 19:04:00,3
2019-04-03 19:05:00,1
2019-04-03 19:06:00,1
2019-04-03 19:07:00,3
2019-04-03 19:08:00,1
2019-04-03 19:09:00,2
2019-04-03 19:17:00,1
