170,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-03 00:02:00,1
2019-04-03 00:05:00,1
2019-04-03 00:06:00,1
2019-04-03 00:20:00,1
2019-04-03 00:25:00,1
2019-04-03 00:30:00,1
2019-04-03 00:35:00,3
2019-04-03 00:40:00,1
2019-04-03 00:43:00,1
2019-04-03 00:50:00,2
2019-04-03 00:55:00,2
2019-04-03 01:10:00,1
2019-04-03 01:15:00,2
2019-04-03 01:20:00,1
2019-04-03 01:25:00,2
2019-04-03 01:30:00,2
2019-04-03 01:35:00,1
2019-04-03 01:40:00,3
2019-04-03 01:55:00,3
2019-04-03 02:00:00,1
2019-04-03 02:20:00,1
2019-04-03 02:25:00,4
2019-04-03 02:26:00,1
2019-04-03 02:30:00,1
2019-04-03 02:35:00,8
2019-04-03 02:40:00,5
2019-04-03 02:50:00,3
2019-04-03 03:15:00,9
2019-04-03 03:20:00,8
2019-04-03 03:31:00,1
2019-04-03 03:35:00,7
2019-04-03 03:38:00,1
2019-04-03 03:40:00,5
2019-04-03 03:42:00,1
2019-04-03 03:47:00,1
2019-04-03 03:51:00,1
2019-04-03 03:55:00,24
2019-04-03 03:56:00,1
2019-04-03 04:00:00,24
2019-04-03 04:05:00,13
2019-04-03 07:15:00,1
2019-04-03 07:20:00,1
2019-04-03 09:45:00,2
2019-04-03 09:50:00,1
2019-04-03 14:35:00,4
2019-04-03 14:45:00,1
2019-04-03 14:48:00,1
2019-04-03 14:50:00,1
2019-04-03 14:52:00,1
2019-04-03 15:05:00,4
2019-04-03 15:10:00,1
2019-04-03 20:01:00,1
2019-04-03 22:35:00,1
