6,"SELECT TOP #  s.plate,s.mjd,s.fiberid,s.z,s.zErr,s.zWarning,s.class,s.velDisp,s.velDispErr,p.deVAB_r  FROM ..SpecObj as s  JOIN ..PhotoObj AS p ON s.bestObjID = p.objID  JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID  WHERE s.z > # AND s.zWarning = # AND (s.class = &&&) AND s.z < # AND ( p.type = # OR p.type = #)"
2019-04-03 23:43:00,1
2019-04-03 23:46:00,1
2019-04-03 23:48:00,1
2019-04-03 23:49:00,1
2019-04-03 23:50:00,1
2019-04-03 23:51:00,1
