18,select * from dbo.groups
2019-04-03 14:08:00,2
2019-04-03 14:09:00,1
2019-04-03 14:14:00,1
2019-04-03 14:17:00,1
2019-04-03 14:18:00,1
2019-04-03 14:19:00,2
2019-04-03 14:27:00,1
2019-04-03 14:28:00,1
2019-04-03 14:32:00,1
2019-04-03 14:36:00,3
2019-04-03 14:37:00,2
2019-04-03 14:38:00,1
2019-04-03 14:39:00,1
