1010,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-03-07 14:18:00,1
2019-03-07 15:20:00,1
2019-03-07 15:21:00,1
2019-03-07 18:36:00,1
2019-03-07 18:37:00,2
2019-03-07 18:38:00,1
2019-03-07 18:39:00,2
2019-03-07 18:40:00,3
2019-03-07 18:41:00,3
2019-03-07 18:42:00,10
2019-03-07 18:46:00,11
2019-03-07 18:47:00,6
2019-03-07 18:48:00,1
2019-03-07 18:49:00,1
2019-03-07 18:50:00,2
2019-03-07 18:51:00,3
2019-03-07 18:52:00,10
2019-03-07 18:55:00,2
2019-03-07 18:56:00,12
2019-03-07 19:01:00,19
2019-03-07 19:03:00,2
2019-03-07 19:04:00,1
2019-03-07 19:05:00,2
2019-03-07 19:06:00,3
2019-03-07 19:07:00,11
2019-03-07 19:08:00,2
2019-03-07 19:09:00,5
2019-03-07 19:13:00,10
2019-03-07 19:14:00,10
2019-03-07 19:15:00,1
2019-03-07 19:19:00,20
2019-03-07 19:22:00,2
2019-03-07 19:25:00,12
2019-03-07 19:26:00,6
2019-03-07 19:27:00,2
2019-03-07 19:28:00,2
2019-03-07 19:29:00,1
2019-03-07 19:30:00,11
2019-03-07 19:32:00,2
2019-03-07 19:34:00,10
2019-03-07 19:36:00,11
2019-03-07 19:38:00,4
2019-03-07 19:39:00,2
2019-03-07 19:40:00,1
2019-03-07 19:42:00,11
2019-03-07 19:43:00,5
2019-03-07 19:48:00,20
2019-03-07 19:50:00,2
2019-03-07 19:51:00,2
2019-03-07 19:53:00,10
2019-03-07 19:55:00,7
2019-03-07 19:56:00,3
2019-03-07 19:57:00,1
2019-03-07 19:58:00,1
2019-03-07 19:59:00,12
2019-03-07 20:00:00,1
2019-03-07 20:01:00,4
2019-03-07 20:02:00,4
2019-03-07 20:03:00,4
2019-03-07 20:04:00,3
2019-03-07 20:05:00,1
2019-03-07 20:06:00,8
2019-03-07 20:07:00,1
2019-03-07 20:09:00,3
2019-03-07 20:10:00,1
2019-03-07 20:11:00,7
2019-03-07 20:12:00,7
2019-03-07 20:13:00,3
2019-03-07 20:14:00,5
2019-03-07 20:15:00,1
2019-03-07 20:16:00,1
2019-03-07 20:17:00,3
2019-03-07 20:18:00,10
2019-03-07 20:19:00,2
2019-03-07 20:20:00,2
2019-03-07 20:21:00,3
2019-03-07 20:22:00,2
2019-03-07 20:23:00,1
2019-03-07 20:24:00,12
2019-03-07 20:25:00,1
2019-03-07 20:26:00,2
2019-03-07 20:27:00,2
2019-03-07 20:28:00,1
2019-03-07 20:29:00,1
2019-03-07 20:30:00,13
