80,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-07 06:49:00,4
2019-03-07 06:51:00,4
2019-03-07 06:53:00,4
2019-03-07 06:55:00,4
2019-03-07 07:01:00,6
2019-03-07 07:02:00,2
2019-03-07 07:03:00,4
2019-03-07 07:05:00,2
2019-03-07 07:07:00,2
2019-03-07 07:08:00,2
2019-03-07 07:09:00,2
2019-03-07 07:10:00,2
2019-03-07 07:15:00,4
2019-03-07 07:16:00,2
2019-03-07 07:17:00,2
2019-03-07 15:41:00,6
2019-03-07 15:43:00,1
2019-03-07 15:44:00,3
2019-03-07 15:46:00,4
2019-03-07 15:48:00,2
2019-03-07 15:49:00,2
2019-03-07 16:33:00,2
2019-03-07 16:35:00,2
2019-03-07 16:37:00,2
2019-03-07 16:42:00,2
2019-03-07 16:45:00,2
2019-03-07 16:47:00,2
2019-03-07 16:50:00,2
2019-03-07 17:10:00,2
