34520,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-07 03:18:00,7
2019-03-07 03:20:00,1
2019-03-07 03:21:00,2
2019-03-07 03:22:00,2
2019-03-07 03:23:00,1
2019-03-07 03:34:00,2
2019-03-07 03:35:00,2
2019-03-07 03:38:00,1
2019-03-07 03:39:00,2
2019-03-07 03:41:00,1
2019-03-07 03:44:00,1
2019-03-07 03:48:00,1
2019-03-07 03:56:00,1
2019-03-07 03:58:00,1
2019-03-07 03:59:00,1
2019-03-07 04:01:00,1
2019-03-07 04:02:00,1
2019-03-07 04:04:00,1
2019-03-07 04:05:00,1
2019-03-07 04:06:00,1
2019-03-07 04:08:00,1
2019-03-07 04:15:00,1
2019-03-07 04:16:00,1
2019-03-07 04:31:00,70
2019-03-07 04:33:00,1
2019-03-07 04:34:00,1
2019-03-07 04:36:00,1
2019-03-07 04:38:00,31
2019-03-07 04:42:00,5
2019-03-07 04:43:00,1
2019-03-07 04:46:00,7
2019-03-07 04:47:00,230
2019-03-07 04:51:00,1
2019-03-07 04:52:00,1
2019-03-07 04:54:00,31
2019-03-07 04:56:00,1
2019-03-07 04:59:00,1
2019-03-07 05:02:00,2
2019-03-07 05:03:00,5
2019-03-07 05:04:00,1
2019-03-07 05:05:00,1
2019-03-07 05:06:00,20
2019-03-07 05:10:00,1
2019-03-07 05:11:00,20
2019-03-07 05:13:00,2
2019-03-07 05:14:00,1
2019-03-07 05:16:00,17
2019-03-07 05:18:00,1
2019-03-07 05:19:00,1
2019-03-07 05:20:00,6
2019-03-07 05:21:00,1
2019-03-07 05:22:00,2
2019-03-07 05:24:00,1
2019-03-07 05:25:00,2
2019-03-07 05:26:00,1
2019-03-07 05:29:00,4
2019-03-07 05:32:00,2
2019-03-07 05:33:00,4
2019-03-07 05:35:00,3
2019-03-07 05:36:00,2
2019-03-07 05:37:00,1
2019-03-07 05:38:00,2
2019-03-07 05:39:00,1
2019-03-07 05:41:00,73
2019-03-07 05:42:00,2
2019-03-07 05:43:00,2
2019-03-07 05:45:00,11
2019-03-07 05:47:00,2
2019-03-07 05:49:00,5
2019-03-07 05:50:00,5
2019-03-07 05:51:00,6
2019-03-07 05:52:00,1
2019-03-07 05:53:00,2
2019-03-07 05:54:00,2
2019-03-07 05:55:00,7
2019-03-07 05:56:00,4
2019-03-07 05:58:00,5
2019-03-07 05:59:00,3
2019-03-07 06:01:00,36
2019-03-07 06:02:00,2
2019-03-07 06:03:00,3
2019-03-07 06:04:00,2
2019-03-07 06:06:00,9
2019-03-07 06:07:00,1
2019-03-07 06:08:00,20
2019-03-07 06:09:00,132
2019-03-07 06:10:00,12
2019-03-07 06:11:00,3
2019-03-07 06:12:00,5
2019-03-07 06:13:00,1
2019-03-07 06:14:00,2
2019-03-07 06:35:00,10
2019-03-07 06:36:00,4
2019-03-07 06:38:00,14
2019-03-07 06:39:00,6
2019-03-07 06:40:00,2
2019-03-07 06:41:00,3
2019-03-07 07:05:00,2
2019-03-07 07:06:00,1
2019-03-07 07:09:00,132
2019-03-07 07:11:00,123
2019-03-07 07:16:00,67
2019-03-07 07:22:00,6
2019-03-07 07:23:00,19
2019-03-07 07:24:00,7
2019-03-07 07:25:00,8
2019-03-07 07:27:00,5
2019-03-07 07:28:00,1
2019-03-07 07:32:00,1
2019-03-07 07:33:00,2
2019-03-07 07:36:00,1
2019-03-07 07:43:00,2
2019-03-07 07:44:00,11
2019-03-07 07:45:00,20
2019-03-07 07:46:00,4
2019-03-07 07:47:00,7
2019-03-07 07:48:00,4
2019-03-07 07:49:00,71
2019-03-07 07:51:00,256
2019-03-07 07:54:00,22
2019-03-07 08:04:00,7
2019-03-07 08:06:00,5
2019-03-07 08:08:00,2
2019-03-07 08:15:00,8
2019-03-07 08:16:00,2
2019-03-07 08:18:00,6
2019-03-07 08:19:00,2
2019-03-07 08:22:00,2
2019-03-07 08:23:00,9
2019-03-07 08:29:00,4
2019-03-07 08:30:00,2
2019-03-07 08:31:00,1
2019-03-07 08:34:00,10
2019-03-07 08:40:00,9
2019-03-07 08:41:00,2
2019-03-07 08:42:00,7
2019-03-07 08:45:00,6
2019-03-07 08:48:00,2
2019-03-07 08:51:00,13
2019-03-07 09:00:00,11
2019-03-07 09:02:00,4
2019-03-07 09:03:00,3
2019-03-07 09:10:00,7
2019-03-07 09:11:00,8
2019-03-07 09:12:00,2
2019-03-07 09:17:00,1
2019-03-07 09:20:00,18
2019-03-07 09:27:00,4
2019-03-07 09:28:00,4
2019-03-07 09:31:00,5
2019-03-07 09:32:00,7
2019-03-07 09:33:00,3
2019-03-07 09:35:00,7
2019-03-07 09:36:00,1
2019-03-07 09:38:00,5
2019-03-07 09:42:00,1
2019-03-07 09:44:00,19
2019-03-07 09:49:00,7
2019-03-07 09:51:00,4
2019-03-07 09:54:00,5
2019-03-07 09:56:00,2
2019-03-07 09:57:00,2
2019-03-07 10:00:00,2
2019-03-07 10:01:00,7
2019-03-07 10:07:00,2
2019-03-07 10:08:00,1
2019-03-07 10:09:00,3
2019-03-07 10:12:00,51
2019-03-07 10:18:00,49
2019-03-07 10:19:00,6
2019-03-07 10:20:00,11
2019-03-07 10:21:00,159
2019-03-07 10:24:00,6
2019-03-07 10:25:00,55
2019-03-07 10:26:00,2
2019-03-07 10:33:00,1
2019-03-07 10:34:00,14
2019-03-07 10:36:00,1
2019-03-07 10:46:00,2
2019-03-07 10:50:00,36
2019-03-07 10:51:00,99
2019-03-07 10:55:00,2
2019-03-07 10:56:00,1
2019-03-07 10:57:00,180
2019-03-07 10:58:00,26
2019-03-07 10:59:00,257
2019-03-07 11:00:00,7
2019-03-07 11:01:00,402
2019-03-07 11:04:00,10
2019-03-07 11:07:00,12
2019-03-07 11:11:00,12
2019-03-07 11:15:00,20
2019-03-07 11:16:00,28
2019-03-07 11:17:00,16
2019-03-07 11:18:00,10
2019-03-07 11:19:00,3
2019-03-07 11:20:00,1
2019-03-07 11:22:00,2
2019-03-07 11:24:00,1
