34520,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-07 11:25:00,1
2019-03-07 11:27:00,2
2019-03-07 11:29:00,2
2019-03-07 11:37:00,2
2019-03-07 11:41:00,1
2019-03-07 11:44:00,1
2019-03-07 11:46:00,1
2019-03-07 11:50:00,1
2019-03-07 11:52:00,1
2019-03-07 11:56:00,1
2019-03-07 11:58:00,1
2019-03-07 12:00:00,1
2019-03-07 12:06:00,1
2019-03-07 12:08:00,1
2019-03-07 12:11:00,1
2019-03-07 12:17:00,1
2019-03-07 12:18:00,1
2019-03-07 12:20:00,1
2019-03-07 12:21:00,1
2019-03-07 12:25:00,1
2019-03-07 12:26:00,2
2019-03-07 12:29:00,1
2019-03-07 12:33:00,1
2019-03-07 12:38:00,1
2019-03-07 13:00:00,2
2019-03-07 13:01:00,1
2019-03-07 13:02:00,1
2019-03-07 13:03:00,1
2019-03-07 13:10:00,4
2019-03-07 13:11:00,1
2019-03-07 13:12:00,1
2019-03-07 13:17:00,2
2019-03-07 13:18:00,1
2019-03-07 13:28:00,86
2019-03-07 13:30:00,59
2019-03-07 13:31:00,72
2019-03-07 13:32:00,12
2019-03-07 13:33:00,17
2019-03-07 13:34:00,13
2019-03-07 13:35:00,14
2019-03-07 13:36:00,16
2019-03-07 13:37:00,14
2019-03-07 13:38:00,13
2019-03-07 13:39:00,13
2019-03-07 13:40:00,12
2019-03-07 13:41:00,4
2019-03-07 13:42:00,18
2019-03-07 13:43:00,9
2019-03-07 13:44:00,16
2019-03-07 13:45:00,8
2019-03-07 13:46:00,10
2019-03-07 13:47:00,9
2019-03-07 13:48:00,9
2019-03-07 13:49:00,12
2019-03-07 13:50:00,10
2019-03-07 13:51:00,11
2019-03-07 13:52:00,16
2019-03-07 13:53:00,9
2019-03-07 13:54:00,20
2019-03-07 13:55:00,13
2019-03-07 13:56:00,12
2019-03-07 13:57:00,8
2019-03-07 13:58:00,11
2019-03-07 13:59:00,10
2019-03-07 14:00:00,11
2019-03-07 14:01:00,9
2019-03-07 14:02:00,9
2019-03-07 14:03:00,13
2019-03-07 14:04:00,8
2019-03-07 14:05:00,9
2019-03-07 14:06:00,9
2019-03-07 14:07:00,9
2019-03-07 14:08:00,13
2019-03-07 14:09:00,10
2019-03-07 14:10:00,8
2019-03-07 14:11:00,23
2019-03-07 14:12:00,19
2019-03-07 14:13:00,28
2019-03-07 14:14:00,60
2019-03-07 14:15:00,42
2019-03-07 14:16:00,14
2019-03-07 14:17:00,16
2019-03-07 14:18:00,10
2019-03-07 14:19:00,11
2019-03-07 14:20:00,9
2019-03-07 14:21:00,10
2019-03-07 14:22:00,18
2019-03-07 14:23:00,10
2019-03-07 14:24:00,12
2019-03-07 14:25:00,11
2019-03-07 14:26:00,59
2019-03-07 14:27:00,37
2019-03-07 14:32:00,1
2019-03-07 14:35:00,1
2019-03-07 14:37:00,1
2019-03-07 14:43:00,1
2019-03-07 14:44:00,1
2019-03-07 14:45:00,1
2019-03-07 14:47:00,1
2019-03-07 15:07:00,380
2019-03-07 15:08:00,15
2019-03-07 15:09:00,18
2019-03-07 15:10:00,13
2019-03-07 15:11:00,20
2019-03-07 15:12:00,13
2019-03-07 15:13:00,13
2019-03-07 15:14:00,12
2019-03-07 15:15:00,12
2019-03-07 15:16:00,11
2019-03-07 15:17:00,8
2019-03-07 15:18:00,21
2019-03-07 15:19:00,12
2019-03-07 15:20:00,13
2019-03-07 15:21:00,73
2019-03-07 15:22:00,134
2019-03-07 15:31:00,159
2019-03-07 15:32:00,197
2019-03-07 15:48:00,4
2019-03-07 15:54:00,1
2019-03-07 15:59:00,787
2019-03-07 16:00:00,1301
2019-03-07 16:01:00,190
2019-03-07 16:02:00,14
2019-03-07 16:03:00,11
2019-03-07 16:04:00,34
2019-03-07 16:05:00,22
2019-03-07 16:06:00,437
2019-03-07 16:07:00,14
2019-03-07 16:08:00,21
2019-03-07 16:09:00,17
2019-03-07 16:10:00,21
2019-03-07 16:11:00,17
2019-03-07 16:12:00,50
2019-03-07 16:13:00,244
2019-03-07 16:14:00,678
2019-03-07 16:15:00,8
2019-03-07 16:16:00,15
2019-03-07 16:17:00,8
2019-03-07 16:18:00,8
2019-03-07 16:19:00,7
2019-03-07 16:20:00,8
2019-03-07 16:21:00,8
2019-03-07 16:22:00,10
2019-03-07 16:23:00,7
2019-03-07 16:24:00,7
2019-03-07 16:25:00,8
2019-03-07 16:26:00,6
2019-03-07 16:27:00,7
2019-03-07 16:28:00,7
2019-03-07 16:29:00,4
2019-03-07 16:30:00,77
2019-03-07 16:31:00,1227
2019-03-07 16:32:00,1116
2019-03-07 16:33:00,14
2019-03-07 16:34:00,4
2019-03-07 16:35:00,4
2019-03-07 16:36:00,41
2019-03-07 16:37:00,5
2019-03-07 16:39:00,9
2019-03-07 16:40:00,3
2019-03-07 16:42:00,47
2019-03-07 16:45:00,5
2019-03-07 16:49:00,62
2019-03-07 16:50:00,76
2019-03-07 16:51:00,2
2019-03-07 16:52:00,61
2019-03-07 16:57:00,30
2019-03-07 16:58:00,18
2019-03-07 17:04:00,3
2019-03-07 17:10:00,2
2019-03-07 17:11:00,70
2019-03-07 17:18:00,60
2019-03-07 17:22:00,16
2019-03-07 17:28:00,9
2019-03-07 17:29:00,9
2019-03-07 17:30:00,11
2019-03-07 17:33:00,5
2019-03-07 17:35:00,66
2019-03-07 17:36:00,18
2019-03-07 17:37:00,1
2019-03-07 17:44:00,31
2019-03-07 17:48:00,2
2019-03-07 17:50:00,30
2019-03-07 17:51:00,27
2019-03-07 18:01:00,53
2019-03-07 18:02:00,1
2019-03-07 18:09:00,1202
2019-03-07 18:10:00,199
2019-03-07 18:15:00,14
2019-03-07 18:16:00,12
2019-03-07 18:19:00,19
2019-03-07 18:25:00,22
2019-03-07 18:26:00,3
2019-03-07 18:30:00,9
2019-03-07 18:31:00,6
2019-03-07 18:33:00,2
2019-03-07 18:35:00,27
2019-03-07 18:39:00,5
2019-03-07 18:41:00,22
2019-03-07 18:42:00,3
2019-03-07 18:45:00,9
2019-03-07 18:47:00,5
2019-03-07 18:51:00,5
2019-03-07 18:54:00,5
2019-03-07 18:55:00,10
2019-03-07 19:00:00,18
2019-03-07 19:02:00,20
2019-03-07 19:03:00,12
2019-03-07 19:04:00,9
2019-03-07 19:05:00,5
2019-03-07 19:07:00,11
2019-03-07 19:08:00,16
2019-03-07 19:10:00,15
2019-03-07 19:14:00,10
2019-03-07 19:18:00,12
2019-03-07 19:23:00,6
2019-03-07 19:26:00,5
2019-03-07 19:27:00,4
2019-03-07 19:28:00,1
2019-03-07 19:29:00,2
2019-03-07 19:33:00,22
2019-03-07 19:40:00,5
2019-03-07 19:43:00,8
2019-03-07 19:44:00,4
2019-03-07 19:58:00,8
2019-03-07 20:03:00,1
2019-03-07 20:06:00,1
2019-03-07 20:09:00,52
2019-03-07 20:12:00,10
2019-03-07 20:14:00,2
2019-03-07 20:15:00,172
2019-03-07 20:17:00,1
2019-03-07 20:18:00,1
2019-03-07 20:20:00,1
2019-03-07 20:26:00,1
2019-03-07 20:27:00,54
2019-03-07 20:28:00,4
2019-03-07 20:30:00,1
2019-03-07 20:31:00,1
2019-03-07 20:34:00,1
2019-03-07 20:40:00,1
2019-03-07 20:42:00,774
2019-03-07 20:43:00,1111
2019-03-07 20:47:00,2
2019-03-07 20:49:00,1
2019-03-07 20:50:00,1
2019-03-07 20:51:00,2
2019-03-07 20:55:00,1
2019-03-07 20:56:00,1
2019-03-07 20:57:00,1
2019-03-07 20:59:00,1
2019-03-07 21:00:00,1
2019-03-07 21:02:00,20
2019-03-07 21:05:00,1
2019-03-07 21:06:00,1
2019-03-07 21:09:00,2
2019-03-07 21:10:00,4
2019-03-07 21:11:00,1
2019-03-07 21:14:00,2
2019-03-07 21:16:00,1
2019-03-07 21:21:00,1
2019-03-07 21:24:00,1
2019-03-07 21:36:00,1
2019-03-07 21:37:00,1
2019-03-07 21:38:00,1
2019-03-07 21:47:00,1
2019-03-07 21:55:00,1
2019-03-07 21:59:00,1
2019-03-07 22:01:00,2
2019-03-07 22:07:00,2
2019-03-07 22:10:00,1
2019-03-07 22:23:00,1
2019-03-07 22:25:00,1
2019-03-07 22:32:00,1
2019-03-07 22:37:00,1
2019-03-07 22:41:00,1
2019-03-07 22:55:00,2
2019-03-07 23:02:00,531
2019-03-07 23:03:00,1435
2019-03-07 23:04:00,1289
2019-03-07 23:05:00,763
2019-03-07 23:06:00,834
2019-03-07 23:07:00,1543
2019-03-07 23:08:00,1290
2019-03-07 23:09:00,309
2019-03-07 23:10:00,693
2019-03-07 23:11:00,1
2019-03-07 23:13:00,10
2019-03-07 23:22:00,822
2019-03-07 23:23:00,1460
2019-03-07 23:24:00,1515
2019-03-07 23:25:00,1362
2019-03-07 23:26:00,1415
2019-03-07 23:27:00,1139
2019-03-07 23:28:00,1180
2019-03-07 23:30:00,64
2019-03-07 23:31:00,4
