23,select * from SpecLineIndex where specObjId=#
2019-03-07 02:16:00,1
2019-03-07 04:19:00,1
2019-03-07 05:01:00,1
2019-03-07 08:15:00,2
2019-03-07 09:21:00,1
2019-03-07 10:17:00,1
2019-03-07 10:38:00,1
2019-03-07 12:57:00,1
2019-03-07 13:51:00,1
2019-03-07 14:14:00,1
2019-03-07 15:14:00,1
2019-03-07 16:38:00,1
2019-03-07 18:04:00,1
2019-03-07 18:07:00,1
2019-03-07 18:22:00,1
2019-03-07 18:32:00,1
2019-03-07 18:36:00,3
2019-03-07 18:46:00,1
2019-03-07 19:42:00,1
2019-03-07 19:49:00,1
