46,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-07 11:41:00,1
2019-03-07 11:46:00,1
2019-03-07 11:47:00,1
2019-03-07 11:54:00,1
2019-03-07 12:01:00,1
2019-03-07 12:02:00,1
2019-03-07 12:06:00,3
2019-03-07 12:07:00,1
2019-03-07 12:08:00,1
2019-03-07 12:10:00,1
2019-03-07 12:11:00,2
2019-03-07 12:12:00,1
2019-03-07 12:13:00,1
2019-03-07 12:16:00,1
2019-03-07 12:19:00,2
2019-03-07 12:23:00,1
2019-03-07 12:24:00,2
2019-03-07 12:26:00,1
2019-03-07 12:27:00,1
2019-03-07 12:28:00,2
2019-03-07 12:29:00,2
2019-03-07 12:31:00,1
2019-03-07 14:18:00,1
2019-03-07 14:23:00,1
2019-03-07 14:25:00,1
2019-03-07 14:35:00,1
2019-03-07 14:55:00,1
2019-03-07 14:56:00,1
2019-03-07 15:02:00,1
2019-03-07 15:20:00,2
2019-03-07 15:21:00,1
2019-03-07 15:24:00,1
2019-03-07 15:45:00,1
2019-03-07 15:46:00,1
2019-03-07 15:47:00,1
2019-03-07 16:09:00,3
