19,"SELECT  avg(modelMag_g) as gMag_avg, avg(modelMag_r) as rMag_avg FROM PhotoPrimary  WHERE (ra between # and #) and (dec between # and #)and Type = #"
2019-03-07 17:36:00,1
2019-03-07 17:39:00,1
2019-03-07 17:41:00,1
2019-03-07 17:55:00,1
2019-03-07 18:00:00,1
2019-03-07 18:01:00,1
2019-03-07 18:02:00,1
2019-03-07 18:03:00,1
2019-03-07 18:04:00,3
2019-03-07 18:05:00,2
2019-03-07 18:06:00,1
2019-03-07 18:20:00,3
2019-03-07 18:23:00,1
2019-03-07 18:25:00,1
