129,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-03-07 00:51:00,1
2019-03-07 00:52:00,1
2019-03-07 00:53:00,6
2019-03-07 00:54:00,7
2019-03-07 00:55:00,6
2019-03-07 00:57:00,2
2019-03-07 00:58:00,3
2019-03-07 00:59:00,4
2019-03-07 01:00:00,8
2019-03-07 01:01:00,5
2019-03-07 01:02:00,5
2019-03-07 01:03:00,2
2019-03-07 01:04:00,2
2019-03-07 01:05:00,3
2019-03-07 01:06:00,4
2019-03-07 01:07:00,4
2019-03-07 01:08:00,3
2019-03-07 01:09:00,5
2019-03-07 01:10:00,4
2019-03-07 01:11:00,2
2019-03-07 01:12:00,1
2019-03-07 01:14:00,2
2019-03-07 01:16:00,2
2019-03-07 01:17:00,1
2019-03-07 01:18:00,2
2019-03-07 01:19:00,3
2019-03-07 01:20:00,4
2019-03-07 01:21:00,6
2019-03-07 01:22:00,5
2019-03-07 01:23:00,4
2019-03-07 01:24:00,2
2019-03-07 01:25:00,1
2019-03-07 01:27:00,1
2019-03-07 01:28:00,3
2019-03-07 01:30:00,3
2019-03-07 01:32:00,3
2019-03-07 01:33:00,2
2019-03-07 01:34:00,4
2019-03-07 12:05:00,1
2019-03-07 12:06:00,1
2019-03-07 12:07:00,1
