2,"SELECT TOP # s.plate,s.mjd,s.fiberid,s.z,s.zErr,s.zWarning,s.specClass,s.bestObjID,s.objType,s.objTypeName, &&& as filter FROM BESTDR5..SpecObj as s,  BESTDR5..Star as p WHERE  p.g < # AND s.bestObjID = p.objID"
2019-06-23 08:53:00,1
2019-06-23 09:01:00,1
