13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-23 14:12:00,1
2019-06-23 14:17:00,1
2019-06-23 14:22:00,1
2019-06-23 14:25:00,1
2019-06-23 14:32:00,1
2019-06-23 14:39:00,1
2019-06-23 14:43:00,1
2019-06-23 14:45:00,1
2019-06-23 14:49:00,1
2019-06-23 14:57:00,1
2019-06-23 15:06:00,1
2019-06-23 15:10:00,1
2019-06-23 15:14:00,1
