27,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-23 00:30:00,1
2019-06-23 12:31:00,1
2019-06-23 16:01:00,2
2019-06-23 21:31:00,1
2019-06-23 21:32:00,2
2019-06-23 21:33:00,1
2019-06-23 21:34:00,1
2019-06-23 21:35:00,2
2019-06-23 22:01:00,1
2019-06-23 22:02:00,1
2019-06-23 22:03:00,2
2019-06-23 22:04:00,1
2019-06-23 22:05:00,5
2019-06-23 22:06:00,1
2019-06-23 22:07:00,1
2019-06-23 22:08:00,1
2019-06-23 22:30:00,1
2019-06-23 22:31:00,1
2019-06-23 22:32:00,1
