15,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-06-23 05:03:00,1
2019-06-23 05:06:00,1
2019-06-23 05:08:00,1
2019-06-23 12:28:00,1
2019-06-23 12:34:00,1
2019-06-23 16:06:00,1
2019-06-23 16:11:00,1
2019-06-23 16:20:00,1
2019-06-23 16:38:00,1
2019-06-23 17:14:00,1
2019-06-23 17:16:00,1
2019-06-23 17:19:00,1
2019-06-23 17:24:00,1
2019-06-23 17:33:00,1
2019-06-23 17:50:00,1
