685,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-06-23 00:00:00,2
2019-06-23 00:11:00,2
2019-06-23 00:12:00,2
2019-06-23 00:14:00,2
2019-06-23 00:16:00,4
2019-06-23 00:17:00,2
2019-06-23 00:19:00,2
2019-06-23 00:21:00,2
2019-06-23 00:27:00,2
2019-06-23 00:29:00,4
2019-06-23 00:30:00,4
2019-06-23 00:32:00,2
2019-06-23 00:33:00,2
2019-06-23 00:34:00,2
2019-06-23 00:41:00,2
2019-06-23 00:43:00,2
2019-06-23 00:44:00,4
2019-06-23 00:45:00,2
2019-06-23 00:47:00,4
2019-06-23 00:49:00,2
2019-06-23 00:56:00,2
2019-06-23 00:57:00,4
2019-06-23 00:59:00,4
2019-06-23 01:00:00,2
2019-06-23 01:01:00,2
2019-06-23 01:03:00,2
2019-06-23 01:09:00,2
2019-06-23 01:10:00,2
2019-06-23 01:12:00,4
2019-06-23 01:13:00,2
2019-06-23 01:14:00,2
2019-06-23 01:15:00,2
2019-06-23 01:17:00,2
2019-06-23 01:23:00,2
2019-06-23 01:25:00,3
2019-06-23 01:26:00,2
2019-06-23 01:28:00,4
2019-06-23 01:30:00,2
2019-06-23 01:36:00,2
2019-06-23 01:38:00,2
2019-06-23 01:39:00,2
2019-06-23 01:40:00,2
2019-06-23 01:41:00,2
2019-06-23 01:42:00,4
2019-06-23 01:45:00,2
2019-06-23 01:51:00,2
2019-06-23 01:53:00,4
2019-06-23 01:54:00,2
2019-06-23 01:55:00,2
2019-06-23 01:56:00,2
2019-06-23 01:57:00,2
2019-06-23 01:58:00,2
2019-06-23 02:05:00,2
2019-06-23 02:06:00,2
2019-06-23 02:07:00,2
2019-06-23 02:08:00,2
2019-06-23 02:09:00,2
2019-06-23 02:10:00,4
2019-06-23 02:13:00,2
2019-06-23 02:19:00,2
2019-06-23 02:20:00,2
2019-06-23 02:21:00,2
2019-06-23 02:22:00,4
2019-06-23 02:24:00,4
2019-06-23 02:26:00,2
2019-06-23 02:32:00,2
2019-06-23 02:34:00,1
2019-06-23 02:35:00,2
2019-06-23 02:37:00,1
2019-06-23 02:38:00,2
2019-06-23 02:40:00,1
2019-06-23 02:44:00,1
2019-06-23 02:45:00,1
2019-06-23 02:47:00,1
2019-06-23 02:49:00,2
2019-06-23 02:52:00,1
2019-06-23 02:53:00,1
2019-06-23 02:55:00,1
2019-06-23 02:57:00,2
2019-06-23 03:09:00,1
2019-06-23 03:11:00,1
2019-06-23 03:12:00,1
2019-06-23 03:15:00,1
2019-06-23 03:17:00,1
2019-06-23 03:18:00,1
2019-06-23 03:20:00,2
2019-06-23 03:22:00,1
2019-06-23 03:35:00,1
2019-06-23 03:36:00,1
2019-06-23 03:38:00,1
2019-06-23 03:40:00,1
2019-06-23 03:41:00,2
2019-06-23 03:43:00,1
2019-06-23 03:44:00,1
2019-06-23 03:46:00,1
2019-06-23 04:00:00,1
2019-06-23 04:02:00,1
2019-06-23 04:04:00,2
2019-06-23 04:06:00,2
2019-06-23 04:07:00,1
2019-06-23 04:09:00,1
2019-06-23 04:11:00,1
2019-06-23 04:24:00,3
2019-06-23 04:25:00,1
2019-06-23 04:28:00,1
2019-06-23 04:29:00,1
2019-06-23 04:31:00,1
2019-06-23 04:32:00,1
2019-06-23 04:38:00,1
2019-06-23 04:40:00,1
2019-06-23 04:41:00,1
2019-06-23 04:43:00,1
2019-06-23 04:45:00,1
2019-06-23 04:48:00,1
2019-06-23 04:57:00,1
2019-06-23 04:58:00,1
2019-06-23 05:00:00,1
2019-06-23 05:01:00,1
2019-06-23 05:05:00,1
2019-06-23 05:11:00,1
2019-06-23 05:13:00,1
2019-06-23 05:14:00,1
2019-06-23 05:15:00,1
2019-06-23 05:16:00,1
2019-06-23 05:18:00,1
2019-06-23 05:20:00,1
2019-06-23 05:21:00,1
2019-06-23 05:23:00,1
2019-06-23 05:29:00,1
2019-06-23 05:31:00,1
2019-06-23 05:32:00,1
2019-06-23 05:34:00,1
2019-06-23 05:36:00,1
2019-06-23 05:38:00,1
2019-06-23 05:40:00,1
2019-06-23 05:45:00,1
2019-06-23 05:47:00,1
2019-06-23 05:49:00,1
2019-06-23 05:50:00,1
2019-06-23 05:52:00,1
2019-06-23 05:54:00,1
2019-06-23 05:56:00,1
2019-06-23 06:02:00,1
2019-06-23 06:03:00,1
2019-06-23 06:05:00,1
2019-06-23 06:06:00,1
2019-06-23 06:08:00,1
2019-06-23 06:09:00,1
2019-06-23 06:12:00,1
2019-06-23 06:17:00,1
2019-06-23 06:18:00,1
2019-06-23 06:21:00,2
2019-06-23 06:25:00,1
2019-06-23 06:34:00,1
2019-06-23 06:37:00,2
2019-06-23 06:40:00,1
2019-06-23 06:41:00,1
2019-06-23 06:44:00,2
2019-06-23 06:51:00,1
2019-06-23 06:53:00,1
2019-06-23 06:54:00,1
2019-06-23 06:56:00,1
2019-06-23 06:57:00,1
2019-06-23 06:59:00,1
2019-06-23 07:01:00,1
2019-06-23 07:02:00,1
2019-06-23 07:09:00,1
2019-06-23 07:11:00,1
2019-06-23 07:16:00,1
2019-06-23 07:19:00,1
2019-06-23 07:29:00,1
2019-06-23 07:32:00,1
2019-06-23 07:33:00,1
2019-06-23 07:35:00,1
2019-06-23 07:36:00,1
2019-06-23 07:38:00,1
2019-06-23 07:39:00,1
2019-06-23 07:43:00,1
2019-06-23 07:51:00,1
2019-06-23 07:54:00,1
2019-06-23 07:56:00,1
2019-06-23 08:00:00,1
2019-06-23 08:08:00,1
2019-06-23 08:10:00,1
2019-06-23 08:11:00,1
2019-06-23 08:13:00,1
2019-06-23 08:14:00,1
2019-06-23 08:16:00,1
2019-06-23 08:17:00,1
2019-06-23 08:19:00,2
2019-06-23 08:25:00,2
2019-06-23 08:26:00,1
2019-06-23 08:27:00,2
2019-06-23 08:28:00,1
2019-06-23 08:30:00,1
2019-06-23 08:34:00,1
2019-06-23 08:35:00,1
2019-06-23 08:36:00,2
2019-06-23 08:37:00,1
2019-06-23 08:38:00,2
2019-06-23 08:40:00,1
2019-06-23 08:41:00,2
2019-06-23 08:44:00,2
2019-06-23 08:45:00,1
2019-06-23 08:47:00,1
2019-06-23 08:48:00,1
2019-06-23 09:00:00,2
2019-06-23 09:02:00,1
2019-06-23 09:03:00,2
2019-06-23 09:04:00,1
2019-06-23 09:05:00,1
2019-06-23 09:07:00,1
2019-06-23 09:08:00,1
2019-06-23 09:10:00,2
2019-06-23 09:12:00,3
2019-06-23 09:14:00,2
2019-06-23 09:15:00,1
2019-06-23 09:18:00,1
2019-06-23 09:26:00,1
2019-06-23 09:29:00,1
2019-06-23 09:33:00,1
2019-06-23 09:37:00,1
2019-06-23 09:40:00,1
2019-06-23 09:45:00,1
2019-06-23 09:56:00,1
2019-06-23 09:59:00,1
2019-06-23 10:00:00,1
2019-06-23 10:02:00,1
2019-06-23 10:03:00,1
2019-06-23 10:04:00,1
2019-06-23 10:07:00,1
2019-06-23 10:21:00,1
2019-06-23 10:23:00,1
2019-06-23 10:24:00,1
2019-06-23 10:26:00,1
2019-06-23 10:27:00,1
2019-06-23 10:29:00,1
2019-06-23 10:31:00,1
2019-06-23 10:33:00,1
2019-06-23 10:39:00,1
2019-06-23 10:40:00,1
2019-06-23 10:45:00,1
2019-06-23 10:52:00,1
2019-06-23 10:53:00,1
2019-06-23 10:55:00,1
2019-06-23 10:56:00,1
2019-06-23 10:59:00,1
2019-06-23 11:06:00,2
2019-06-23 11:08:00,1
2019-06-23 11:09:00,1
2019-06-23 11:12:00,1
2019-06-23 11:17:00,1
2019-06-23 11:18:00,1
2019-06-23 11:21:00,1
2019-06-23 11:24:00,1
2019-06-23 11:30:00,1
2019-06-23 11:33:00,1
2019-06-23 11:36:00,2
2019-06-23 11:39:00,2
2019-06-23 11:42:00,2
2019-06-23 11:45:00,2
2019-06-23 11:55:00,2
2019-06-23 11:58:00,2
2019-06-23 11:59:00,2
2019-06-23 12:01:00,2
2019-06-23 12:02:00,2
2019-06-23 12:04:00,2
2019-06-23 12:08:00,2
2019-06-23 12:20:00,2
2019-06-23 12:23:00,4
2019-06-23 12:26:00,4
2019-06-23 12:29:00,4
2019-06-23 12:32:00,2
2019-06-23 12:38:00,2
2019-06-23 12:40:00,2
2019-06-23 12:41:00,2
2019-06-23 12:43:00,2
2019-06-23 12:44:00,2
2019-06-23 12:46:00,2
2019-06-23 12:47:00,2
2019-06-23 12:49:00,2
2019-06-23 12:54:00,2
2019-06-23 12:55:00,2
2019-06-23 12:57:00,2
2019-06-23 12:58:00,2
2019-06-23 13:00:00,2
2019-06-23 13:01:00,2
2019-06-23 13:03:00,2
2019-06-23 13:09:00,2
2019-06-23 13:10:00,2
2019-06-23 13:12:00,2
2019-06-23 13:13:00,2
2019-06-23 13:14:00,2
2019-06-23 13:16:00,2
2019-06-23 13:18:00,2
2019-06-23 13:19:00,2
2019-06-23 13:25:00,2
2019-06-23 13:26:00,2
2019-06-23 13:27:00,2
2019-06-23 13:29:00,2
2019-06-23 13:30:00,2
2019-06-23 13:32:00,2
2019-06-23 13:33:00,2
2019-06-23 13:35:00,2
2019-06-23 13:40:00,2
2019-06-23 13:42:00,2
2019-06-23 13:43:00,2
2019-06-23 13:45:00,2
2019-06-23 13:46:00,2
2019-06-23 13:48:00,2
2019-06-23 13:49:00,2
2019-06-23 13:51:00,2
2019-06-23 13:58:00,2
2019-06-23 14:00:00,2
2019-06-23 14:02:00,2
2019-06-23 14:05:00,2
2019-06-23 14:07:00,2
2019-06-23 14:10:00,2
2019-06-23 14:18:00,2
2019-06-23 14:20:00,4
2019-06-23 14:23:00,4
2019-06-23 14:25:00,4
2019-06-23 14:28:00,2
2019-06-23 14:33:00,2
2019-06-23 14:34:00,2
2019-06-23 14:36:00,4
2019-06-23 14:38:00,2
2019-06-23 14:39:00,2
2019-06-23 14:41:00,2
2019-06-23 14:46:00,2
2019-06-23 14:47:00,2
2019-06-23 14:49:00,2
2019-06-23 14:50:00,2
2019-06-23 14:51:00,2
2019-06-23 14:52:00,2
2019-06-23 14:53:00,2
2019-06-23 14:54:00,2
2019-06-23 15:00:00,2
2019-06-23 15:01:00,2
2019-06-23 15:02:00,2
2019-06-23 15:04:00,4
2019-06-23 15:06:00,2
2019-06-23 15:07:00,2
2019-06-23 15:08:00,2
2019-06-23 15:14:00,2
2019-06-23 15:15:00,2
2019-06-23 15:16:00,2
2019-06-23 15:18:00,4
2019-06-23 15:20:00,2
2019-06-23 15:21:00,2
2019-06-23 15:22:00,2
2019-06-23 15:27:00,2
2019-06-23 15:29:00,2
2019-06-23 15:30:00,2
2019-06-23 15:31:00,2
2019-06-23 15:32:00,2
2019-06-23 15:33:00,2
2019-06-23 15:35:00,2
2019-06-23 15:36:00,2
2019-06-23 15:41:00,2
2019-06-23 15:43:00,2
2019-06-23 15:44:00,2
2019-06-23 15:46:00,2
2019-06-23 15:47:00,2
2019-06-23 15:49:00,2
2019-06-23 15:50:00,2
2019-06-23 15:52:00,2
2019-06-23 15:58:00,2
2019-06-23 15:59:00,2
2019-06-23 16:01:00,2
2019-06-23 16:02:00,2
2019-06-23 16:04:00,2
2019-06-23 16:07:00,2
2019-06-23 16:13:00,2
2019-06-23 16:14:00,2
2019-06-23 16:16:00,2
2019-06-23 16:17:00,2
2019-06-23 16:19:00,2
2019-06-23 16:20:00,2
2019-06-23 16:22:00,2
2019-06-23 16:28:00,2
2019-06-23 16:29:00,2
2019-06-23 16:31:00,2
2019-06-23 16:32:00,2
2019-06-23 16:34:00,2
2019-06-23 16:36:00,2
2019-06-23 16:38:00,2
2019-06-23 16:44:00,2
2019-06-23 16:45:00,2
2019-06-23 16:47:00,2
2019-06-23 16:48:00,2
2019-06-23 16:50:00,2
2019-06-23 16:51:00,2
2019-06-23 16:54:00,2
2019-06-23 17:00:00,2
2019-06-23 17:01:00,2
2019-06-23 17:03:00,2
2019-06-23 17:04:00,2
2019-06-23 17:06:00,2
2019-06-23 17:07:00,2
2019-06-23 17:09:00,2
