48,select * from SpecLine where specObjId=#
2019-06-23 01:28:00,2
2019-06-23 01:37:00,1
2019-06-23 02:10:00,1
2019-06-23 02:54:00,1
2019-06-23 02:55:00,2
2019-06-23 03:05:00,1
2019-06-23 03:40:00,1
2019-06-23 03:41:00,1
2019-06-23 03:56:00,1
2019-06-23 04:18:00,1
2019-06-23 04:19:00,1
2019-06-23 04:23:00,2
2019-06-23 04:53:00,2
2019-06-23 05:13:00,1
2019-06-23 05:36:00,1
2019-06-23 05:44:00,1
2019-06-23 05:46:00,1
2019-06-23 05:52:00,1
2019-06-23 05:56:00,1
2019-06-23 05:59:00,1
2019-06-23 07:08:00,1
2019-06-23 09:05:00,1
2019-06-23 10:28:00,1
2019-06-23 10:50:00,2
2019-06-23 10:54:00,1
2019-06-23 10:55:00,1
2019-06-23 11:35:00,1
2019-06-23 12:13:00,1
2019-06-23 12:25:00,1
2019-06-23 13:17:00,1
2019-06-23 13:43:00,1
2019-06-23 14:00:00,2
2019-06-23 14:47:00,1
2019-06-23 15:10:00,1
2019-06-23 15:13:00,1
2019-06-23 18:08:00,1
2019-06-23 20:39:00,1
2019-06-23 21:10:00,1
2019-06-23 21:14:00,1
2019-06-23 21:34:00,1
2019-06-23 22:02:00,1
2019-06-23 23:16:00,1
