35,select * from sppLines where specObjId=#
2019-03-05 00:34:00,11
2019-03-05 01:32:00,1
2019-03-05 01:33:00,1
2019-03-05 05:41:00,1
2019-03-05 05:44:00,1
2019-03-05 05:50:00,1
2019-03-05 06:21:00,1
2019-03-05 07:45:00,1
2019-03-05 07:47:00,1
2019-03-05 08:55:00,1
2019-03-05 09:21:00,1
2019-03-05 09:59:00,1
2019-03-05 11:14:00,1
2019-03-05 13:40:00,1
2019-03-05 14:35:00,1
2019-03-05 14:57:00,1
2019-03-05 15:36:00,2
2019-03-05 15:39:00,1
2019-03-05 16:22:00,1
2019-03-05 17:23:00,1
2019-03-05 18:20:00,1
2019-03-05 21:09:00,1
2019-03-05 21:36:00,1
2019-03-05 23:32:00,1
