28,select * from SpecObjAll where specObjId=#
2019-03-05 02:42:00,1
2019-03-05 03:50:00,1
2019-03-05 04:22:00,1
2019-03-05 04:52:00,1
2019-03-05 05:49:00,1
2019-03-05 06:26:00,1
2019-03-05 07:42:00,1
2019-03-05 08:00:00,1
2019-03-05 10:22:00,1
2019-03-05 11:12:00,1
2019-03-05 12:12:00,1
2019-03-05 12:44:00,1
2019-03-05 13:10:00,1
2019-03-05 13:18:00,1
2019-03-05 14:00:00,1
2019-03-05 15:05:00,1
2019-03-05 15:47:00,1
2019-03-05 15:57:00,1
2019-03-05 16:05:00,1
2019-03-05 16:25:00,1
2019-03-05 16:27:00,1
2019-03-05 16:41:00,1
2019-03-05 18:02:00,1
2019-03-05 18:25:00,1
2019-03-05 19:48:00,1
2019-03-05 22:07:00,1
2019-03-05 22:55:00,1
2019-03-05 23:30:00,1
