67442,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-05 00:03:00,49
2019-03-05 00:04:00,16
2019-03-05 00:10:00,93
2019-03-05 00:11:00,192
2019-03-05 00:12:00,6
2019-03-05 00:13:00,4
2019-03-05 00:14:00,2
2019-03-05 00:15:00,5
2019-03-05 00:16:00,1
2019-03-05 00:17:00,4
2019-03-05 00:18:00,4
2019-03-05 00:19:00,8
2019-03-05 00:20:00,5
2019-03-05 00:21:00,5
2019-03-05 00:22:00,5
2019-03-05 00:23:00,4
2019-03-05 00:24:00,4
2019-03-05 00:25:00,4
2019-03-05 00:26:00,3
2019-03-05 00:27:00,3
2019-03-05 00:28:00,3
2019-03-05 00:29:00,4
2019-03-05 00:31:00,8
2019-03-05 00:32:00,5
2019-03-05 00:33:00,4
2019-03-05 00:34:00,2
2019-03-05 00:35:00,3
2019-03-05 00:36:00,1
2019-03-05 00:37:00,3
2019-03-05 00:38:00,2
2019-03-05 00:39:00,3
2019-03-05 00:40:00,4
2019-03-05 00:41:00,4
2019-03-05 00:42:00,7
2019-03-05 00:43:00,3
2019-03-05 00:44:00,4
2019-03-05 00:45:00,4
2019-03-05 00:46:00,5
2019-03-05 00:47:00,4
2019-03-05 00:48:00,4
2019-03-05 00:49:00,4
2019-03-05 00:50:00,4
2019-03-05 00:51:00,6
2019-03-05 00:52:00,4
2019-03-05 00:53:00,3
2019-03-05 00:54:00,5
2019-03-05 00:55:00,4
2019-03-05 00:56:00,4
2019-03-05 00:57:00,4
2019-03-05 00:58:00,5
2019-03-05 00:59:00,3
2019-03-05 01:00:00,5
2019-03-05 01:01:00,4
2019-03-05 01:02:00,4
2019-03-05 01:03:00,5
2019-03-05 01:04:00,2
2019-03-05 01:05:00,4
2019-03-05 01:06:00,12
2019-03-05 01:07:00,2
2019-03-05 01:08:00,5
2019-03-05 01:09:00,4
2019-03-05 01:10:00,4
2019-03-05 01:11:00,6
2019-03-05 01:12:00,3
2019-03-05 01:13:00,5
2019-03-05 01:14:00,5
2019-03-05 01:15:00,2
2019-03-05 01:16:00,4
2019-03-05 01:17:00,5
