145,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-05 00:30:00,1
2019-03-05 05:51:00,1
2019-03-05 06:17:00,1
2019-03-05 13:01:00,3
2019-03-05 13:04:00,1
2019-03-05 13:06:00,1
2019-03-05 13:07:00,1
2019-03-05 15:00:00,1
2019-03-05 16:38:00,1
2019-03-05 16:42:00,1
2019-03-05 16:43:00,1
2019-03-05 16:45:00,1
2019-03-05 16:51:00,1
2019-03-05 16:54:00,2
2019-03-05 16:58:00,2
2019-03-05 17:55:00,2
2019-03-05 17:56:00,2
2019-03-05 18:00:00,3
2019-03-05 18:05:00,1
2019-03-05 18:06:00,1
2019-03-05 18:21:00,3
2019-03-05 18:51:00,1
2019-03-05 18:52:00,2
2019-03-05 19:14:00,1
2019-03-05 19:19:00,1
2019-03-05 19:22:00,2
2019-03-05 21:59:00,5
2019-03-05 22:00:00,7
2019-03-05 22:01:00,8
2019-03-05 22:02:00,2
2019-03-05 22:13:00,1
2019-03-05 22:14:00,8
2019-03-05 22:15:00,11
2019-03-05 22:16:00,1
2019-03-05 22:27:00,1
2019-03-05 22:28:00,10
2019-03-05 22:29:00,9
2019-03-05 22:30:00,9
2019-03-05 22:31:00,12
2019-03-05 22:32:00,15
2019-03-05 22:33:00,7
2019-03-05 23:50:00,1
