37,select * from galSpecLine where specObjId=#
2019-03-05 00:23:00,1
2019-03-05 00:31:00,1
2019-03-05 00:33:00,9
2019-03-05 00:34:00,4
2019-03-05 01:20:00,1
2019-03-05 01:32:00,1
2019-03-05 02:19:00,1
2019-03-05 03:08:00,1
2019-03-05 04:18:00,1
2019-03-05 06:23:00,1
2019-03-05 06:24:00,1
2019-03-05 09:56:00,1
2019-03-05 10:40:00,1
2019-03-05 10:45:00,1
2019-03-05 11:14:00,1
2019-03-05 11:59:00,1
2019-03-05 12:41:00,1
2019-03-05 13:02:00,1
2019-03-05 15:03:00,1
2019-03-05 16:45:00,1
2019-03-05 18:31:00,1
2019-03-05 19:19:00,1
2019-03-05 19:34:00,1
2019-03-05 20:17:00,1
2019-03-05 21:38:00,1
2019-03-05 22:34:00,1
