18,"SELECT TOP # s.SpecobjID, s.z, s.plate, s.mjd, s.fiberID FROM SpecObj as s JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID"
2019-03-05 04:16:00,5
2019-03-05 04:31:00,4
2019-03-05 04:40:00,4
2019-03-05 05:22:00,4
2019-03-05 05:37:00,1
