265,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-05 00:35:00,2
2019-03-05 00:40:00,2
2019-03-05 01:35:00,5
2019-03-05 01:40:00,6
2019-03-05 01:45:00,1
2019-03-05 06:01:00,1
2019-03-05 06:03:00,1
2019-03-05 06:05:00,3
2019-03-05 06:08:00,1
2019-03-05 06:15:00,4
2019-03-05 06:20:00,4
2019-03-05 07:01:00,1
2019-03-05 07:03:00,1
2019-03-05 08:15:00,3
2019-03-05 08:31:00,1
2019-03-05 09:01:00,1
2019-03-05 09:03:00,1
2019-03-05 09:15:00,2
2019-03-05 09:20:00,2
2019-03-05 09:21:00,10
2019-03-05 10:05:00,4
2019-03-05 10:35:00,4
2019-03-05 10:40:00,1
2019-03-05 10:50:00,2
2019-03-05 10:55:00,1
2019-03-05 11:01:00,1
2019-03-05 11:03:00,1
2019-03-05 11:05:00,1
2019-03-05 11:06:00,1
2019-03-05 11:10:00,2
2019-03-05 11:15:00,1
2019-03-05 11:30:00,3
2019-03-05 11:35:00,2
2019-03-05 12:01:00,1
2019-03-05 12:03:00,1
2019-03-05 12:05:00,3
2019-03-05 12:06:00,1
2019-03-05 12:08:00,1
2019-03-05 12:11:00,1
2019-03-05 12:15:00,2
2019-03-05 12:20:00,2
2019-03-05 12:31:00,1
2019-03-05 13:01:00,1
2019-03-05 13:03:00,1
2019-03-05 13:05:00,1
2019-03-05 13:06:00,1
2019-03-05 13:10:00,1
2019-03-05 13:15:00,2
2019-03-05 13:20:00,2
2019-03-05 13:35:00,1
2019-03-05 13:40:00,1
2019-03-05 14:01:00,1
2019-03-05 14:03:00,1
2019-03-05 14:05:00,1
2019-03-05 14:06:00,1
2019-03-05 14:10:00,4
2019-03-05 14:15:00,2
2019-03-05 15:01:00,1
2019-03-05 15:04:00,1
2019-03-05 15:05:00,1
2019-03-05 15:06:00,1
2019-03-05 15:07:00,2
2019-03-05 15:08:00,1
2019-03-05 15:10:00,1
2019-03-05 15:12:00,1
2019-03-05 15:15:00,1
2019-03-05 15:16:00,2
2019-03-05 15:17:00,1
2019-03-05 15:18:00,1
2019-03-05 15:20:00,1
2019-03-05 15:21:00,1
2019-03-05 15:22:00,1
2019-03-05 15:23:00,1
2019-03-05 15:24:00,1
2019-03-05 15:25:00,5
2019-03-05 15:30:00,1
2019-03-05 15:31:00,1
2019-03-05 15:32:00,1
2019-03-05 15:33:00,1
2019-03-05 15:34:00,1
2019-03-05 15:40:00,1
2019-03-05 16:20:00,23
2019-03-05 17:15:00,1
2019-03-05 17:55:00,4
2019-03-05 18:00:00,4
2019-03-05 19:05:00,3
2019-03-05 19:10:00,3
2019-03-05 20:01:00,1
2019-03-05 20:03:00,1
2019-03-05 20:10:00,1
2019-03-05 20:15:00,19
2019-03-05 20:20:00,16
2019-03-05 21:45:00,17
2019-03-05 21:50:00,16
2019-03-05 22:35:00,14
2019-03-05 22:40:00,2
