153,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-03-05 00:04:00,4
2019-03-05 00:05:00,1
2019-03-05 00:06:00,10
2019-03-05 00:08:00,7
2019-03-05 00:23:00,1
2019-03-05 00:27:00,1
2019-03-05 00:28:00,1
2019-03-05 00:43:00,1
2019-03-05 00:46:00,1
2019-03-05 00:48:00,1
2019-03-05 00:49:00,1
2019-03-05 01:32:00,1
2019-03-05 01:46:00,1
2019-03-05 01:54:00,1
2019-03-05 01:57:00,2
2019-03-05 02:54:00,1
2019-03-05 02:55:00,1
2019-03-05 03:02:00,1
2019-03-05 03:45:00,1
2019-03-05 03:46:00,1
2019-03-05 05:09:00,1
2019-03-05 05:20:00,2
2019-03-05 05:23:00,1
2019-03-05 05:26:00,1
2019-03-05 05:48:00,5
2019-03-05 07:22:00,1
2019-03-05 07:23:00,1
2019-03-05 07:27:00,1
2019-03-05 07:59:00,1
2019-03-05 08:00:00,1
2019-03-05 08:24:00,1
2019-03-05 08:42:00,1
2019-03-05 09:14:00,1
2019-03-05 09:15:00,1
2019-03-05 09:16:00,1
2019-03-05 09:17:00,1
2019-03-05 10:30:00,1
2019-03-05 10:45:00,1
2019-03-05 11:11:00,1
2019-03-05 13:50:00,1
2019-03-05 14:52:00,1
2019-03-05 14:53:00,1
2019-03-05 14:54:00,1
2019-03-05 14:57:00,1
2019-03-05 15:00:00,2
2019-03-05 15:01:00,1
2019-03-05 15:02:00,1
2019-03-05 15:03:00,1
2019-03-05 15:06:00,2
2019-03-05 15:09:00,3
2019-03-05 15:10:00,3
2019-03-05 15:12:00,2
2019-03-05 15:13:00,1
2019-03-05 15:15:00,1
2019-03-05 15:16:00,1
2019-03-05 15:17:00,3
2019-03-05 15:18:00,1
2019-03-05 15:30:00,1
2019-03-05 15:35:00,1
2019-03-05 15:39:00,1
2019-03-05 15:40:00,2
2019-03-05 16:10:00,1
2019-03-05 16:20:00,1
2019-03-05 16:26:00,1
2019-03-05 16:37:00,3
2019-03-05 16:42:00,1
2019-03-05 16:43:00,1
2019-03-05 17:16:00,1
2019-03-05 17:17:00,1
2019-03-05 17:23:00,1
2019-03-05 17:44:00,1
2019-03-05 18:16:00,1
2019-03-05 18:36:00,1
2019-03-05 18:46:00,1
2019-03-05 19:20:00,2
2019-03-05 19:24:00,1
2019-03-05 19:55:00,1
2019-03-05 19:56:00,1
2019-03-05 19:57:00,1
2019-03-05 19:58:00,2
2019-03-05 20:41:00,1
2019-03-05 20:53:00,2
2019-03-05 20:54:00,1
2019-03-05 21:06:00,1
2019-03-05 21:07:00,1
2019-03-05 21:29:00,2
2019-03-05 21:30:00,1
2019-03-05 21:32:00,3
2019-03-05 21:35:00,1
2019-03-05 21:36:00,1
2019-03-05 22:13:00,1
2019-03-05 22:16:00,1
2019-03-05 22:18:00,1
2019-03-05 22:21:00,1
2019-03-05 22:24:00,1
2019-03-05 22:25:00,1
2019-03-05 22:27:00,1
2019-03-05 22:28:00,1
2019-03-05 22:30:00,1
2019-03-05 22:32:00,1
2019-03-05 22:33:00,2
2019-03-05 22:34:00,2
2019-03-05 22:36:00,2
2019-03-05 22:37:00,1
2019-03-05 22:39:00,2
2019-03-05 22:43:00,2
