20,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-03-05 10:05:00,1
2019-03-05 10:14:00,1
2019-03-05 10:51:00,1
2019-03-05 10:59:00,1
2019-03-05 11:03:00,1
2019-03-05 11:08:00,1
2019-03-05 11:10:00,1
2019-03-05 11:17:00,1
2019-03-05 11:19:00,1
2019-03-05 11:27:00,1
2019-03-05 12:16:00,1
2019-03-05 12:25:00,1
2019-03-05 12:30:00,1
2019-03-05 15:20:00,1
2019-03-05 16:39:00,1
2019-03-05 16:49:00,1
2019-03-05 17:25:00,1
2019-03-05 18:48:00,1
2019-03-05 20:10:00,1
2019-03-05 20:16:00,1
