70,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-20 11:58:00,2
2019-08-20 12:00:00,2
2019-08-20 12:02:00,2
2019-08-20 12:04:00,4
2019-08-20 12:06:00,2
2019-08-20 12:07:00,2
2019-08-20 12:09:00,2
2019-08-20 12:10:00,4
2019-08-20 12:16:00,2
2019-08-20 12:22:00,2
2019-08-20 12:36:00,2
2019-08-20 12:39:00,2
2019-08-20 12:42:00,2
2019-08-20 12:46:00,2
2019-08-20 13:29:00,4
2019-08-20 13:31:00,4
2019-08-20 13:46:00,6
2019-08-20 13:47:00,6
2019-08-20 13:55:00,6
2019-08-20 14:24:00,2
2019-08-20 14:25:00,4
2019-08-20 19:05:00,6
