6,"SELECT ra,dec,z FROM SpecObj WHERE ra ># and ra <# AND dec > +# and dec < +# And class=&&&"
2019-08-20 14:04:00,1
2019-08-20 14:35:00,1
2019-08-20 17:07:00,1
2019-08-20 17:09:00,1
2019-08-20 17:14:00,1
2019-08-20 17:16:00,1
