89,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-20 00:51:00,1
2019-08-20 03:52:00,1
2019-08-20 03:53:00,7
2019-08-20 04:52:00,2
2019-08-20 05:08:00,1
2019-08-20 05:09:00,1
2019-08-20 05:26:00,2
2019-08-20 06:43:00,3
2019-08-20 07:42:00,1
2019-08-20 08:12:00,1
2019-08-20 09:21:00,1
2019-08-20 11:37:00,1
2019-08-20 11:42:00,1
2019-08-20 11:52:00,1
2019-08-20 12:22:00,1
2019-08-20 12:25:00,1
2019-08-20 12:26:00,2
2019-08-20 12:29:00,1
2019-08-20 12:31:00,1
2019-08-20 12:32:00,1
2019-08-20 12:33:00,1
2019-08-20 12:35:00,1
2019-08-20 12:38:00,1
2019-08-20 12:41:00,1
2019-08-20 12:42:00,1
2019-08-20 12:43:00,1
2019-08-20 12:47:00,1
2019-08-20 12:51:00,1
2019-08-20 12:57:00,1
2019-08-20 12:59:00,1
2019-08-20 13:00:00,1
2019-08-20 13:02:00,5
2019-08-20 13:04:00,9
2019-08-20 13:05:00,4
2019-08-20 13:07:00,5
2019-08-20 13:08:00,4
2019-08-20 13:10:00,2
2019-08-20 13:28:00,1
2019-08-20 14:26:00,1
2019-08-20 14:33:00,1
2019-08-20 17:28:00,1
2019-08-20 18:06:00,1
2019-08-20 18:07:00,1
2019-08-20 18:10:00,1
2019-08-20 18:12:00,1
2019-08-20 18:13:00,1
2019-08-20 18:16:00,1
2019-08-20 18:23:00,1
2019-08-20 18:54:00,1
2019-08-20 19:16:00,1
2019-08-20 20:34:00,1
2019-08-20 20:39:00,1
2019-08-20 21:45:00,1
2019-08-20 23:27:00,1
2019-08-20 23:28:00,1
