7,"select p.u,p.g,p.r,p.i,p.z,p.Err_u,p.Err_g,p.Err_r,p.Err_i,p.Err_z,s.z as redshift,s.zErr from PhotoObj p JOIN specObj s ON s.bestObjID=p.objID where s.class=galaxy AND s.zWarning=# AND s.z between # and # order by s.z"
2019-08-20 00:47:00,1
2019-08-20 01:15:00,1
2019-08-20 01:33:00,1
2019-08-20 01:43:00,1
2019-08-20 01:48:00,1
2019-08-20 01:56:00,1
2019-08-20 02:08:00,1
