91,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-08-20 08:30:00,1
2019-08-20 08:31:00,1
2019-08-20 08:32:00,1
2019-08-20 08:36:00,1
2019-08-20 08:38:00,1
2019-08-20 08:39:00,1
2019-08-20 08:43:00,1
2019-08-20 08:46:00,1
2019-08-20 08:47:00,1
2019-08-20 08:50:00,1
2019-08-20 08:51:00,1
2019-08-20 08:55:00,1
2019-08-20 08:58:00,1
2019-08-20 09:00:00,1
2019-08-20 09:02:00,1
2019-08-20 09:03:00,1
2019-08-20 09:07:00,1
2019-08-20 09:08:00,1
2019-08-20 09:10:00,1
2019-08-20 09:14:00,1
2019-08-20 09:18:00,1
2019-08-20 09:20:00,1
2019-08-20 09:22:00,1
2019-08-20 09:24:00,1
2019-08-20 09:27:00,1
2019-08-20 09:32:00,1
2019-08-20 09:34:00,1
2019-08-20 09:38:00,1
2019-08-20 09:41:00,1
2019-08-20 09:42:00,1
2019-08-20 11:02:00,1
2019-08-20 11:03:00,1
2019-08-20 11:05:00,1
2019-08-20 11:07:00,1
2019-08-20 11:08:00,1
2019-08-20 11:09:00,1
2019-08-20 11:11:00,1
2019-08-20 11:15:00,1
2019-08-20 11:20:00,1
2019-08-20 11:24:00,1
2019-08-20 11:26:00,1
2019-08-20 11:27:00,1
2019-08-20 11:28:00,1
2019-08-20 11:29:00,1
2019-08-20 11:30:00,1
2019-08-20 11:31:00,1
2019-08-20 11:33:00,1
2019-08-20 11:34:00,1
2019-08-20 11:36:00,1
2019-08-20 11:37:00,1
2019-08-20 11:40:00,1
2019-08-20 11:42:00,1
2019-08-20 11:43:00,1
2019-08-20 11:45:00,1
2019-08-20 11:49:00,1
2019-08-20 11:50:00,1
2019-08-20 11:52:00,1
2019-08-20 11:53:00,1
2019-08-20 11:54:00,1
2019-08-20 11:55:00,1
2019-08-20 11:57:00,1
2019-08-20 11:58:00,1
2019-08-20 12:04:00,1
2019-08-20 12:07:00,1
2019-08-20 12:08:00,1
2019-08-20 12:10:00,1
2019-08-20 12:11:00,1
2019-08-20 12:12:00,1
2019-08-20 12:13:00,1
2019-08-20 12:16:00,1
2019-08-20 12:17:00,1
2019-08-20 12:18:00,1
2019-08-20 12:21:00,1
2019-08-20 12:22:00,1
2019-08-20 12:24:00,1
2019-08-20 12:25:00,1
2019-08-20 12:26:00,1
2019-08-20 12:27:00,1
2019-08-20 12:29:00,1
2019-08-20 12:30:00,1
2019-08-20 12:31:00,1
2019-08-20 12:33:00,1
2019-08-20 12:34:00,1
2019-08-20 12:35:00,1
2019-08-20 12:36:00,1
2019-08-20 12:37:00,1
2019-08-20 12:39:00,1
2019-08-20 12:41:00,1
2019-08-20 12:42:00,1
2019-08-20 12:43:00,1
2019-08-20 12:45:00,1
