111,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-20 06:07:00,10
2019-08-20 06:09:00,1
2019-08-20 06:13:00,2
2019-08-20 06:17:00,5
2019-08-20 06:18:00,3
2019-08-20 06:20:00,1
2019-08-20 06:27:00,2
2019-08-20 06:28:00,5
2019-08-20 06:34:00,2
2019-08-20 06:38:00,7
2019-08-20 06:40:00,1
2019-08-20 06:48:00,3
2019-08-20 06:49:00,5
2019-08-20 06:51:00,1
2019-08-20 06:55:00,2
2019-08-20 09:36:00,3
2019-08-20 09:38:00,1
2019-08-20 09:42:00,2
2019-08-20 09:46:00,2
2019-08-20 09:47:00,2
2019-08-20 09:48:00,4
2019-08-20 09:49:00,2
2019-08-20 09:50:00,2
2019-08-20 09:51:00,2
2019-08-20 09:52:00,2
2019-08-20 09:53:00,2
2019-08-20 09:55:00,4
2019-08-20 09:56:00,8
2019-08-20 09:58:00,2
2019-08-20 09:59:00,1
2019-08-20 10:01:00,2
2019-08-20 10:02:00,2
2019-08-20 10:03:00,4
2019-08-20 10:05:00,2
2019-08-20 10:10:00,2
2019-08-20 10:11:00,2
2019-08-20 10:12:00,1
2019-08-20 11:01:00,2
2019-08-20 11:02:00,1
2019-08-20 11:04:00,1
2019-08-20 11:06:00,1
2019-08-20 11:09:00,2
