83,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-04-24 07:31:00,1
2019-04-24 11:25:00,1
2019-04-24 12:36:00,3
2019-04-24 12:37:00,1
2019-04-24 12:38:00,4
2019-04-24 12:39:00,6
2019-04-24 12:40:00,6
2019-04-24 12:41:00,6
2019-04-24 12:42:00,3
2019-04-24 12:43:00,3
2019-04-24 13:29:00,1
2019-04-24 15:16:00,1
2019-04-24 15:17:00,2
2019-04-24 15:19:00,1
2019-04-24 15:20:00,1
2019-04-24 15:21:00,1
2019-04-24 16:14:00,1
2019-04-24 16:15:00,2
2019-04-24 16:16:00,5
2019-04-24 16:17:00,1
2019-04-24 16:19:00,1
2019-04-24 16:39:00,1
2019-04-24 16:40:00,4
2019-04-24 16:42:00,1
2019-04-24 16:43:00,2
2019-04-24 16:44:00,1
2019-04-24 16:57:00,2
2019-04-24 16:58:00,1
2019-04-24 17:00:00,1
2019-04-24 17:01:00,2
2019-04-24 17:02:00,1
2019-04-24 17:03:00,1
2019-04-24 17:04:00,1
2019-04-24 17:05:00,1
2019-04-24 17:06:00,1
2019-04-24 17:07:00,2
2019-04-24 17:10:00,2
2019-04-24 17:11:00,2
2019-04-24 17:12:00,2
2019-04-24 17:13:00,1
2019-04-24 17:14:00,2
2019-04-24 19:46:00,1
