133,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-24 00:02:00,1
2019-04-24 01:02:00,1
2019-04-24 01:10:00,3
2019-04-24 01:15:00,5
2019-04-24 01:20:00,3
2019-04-24 08:05:00,2
2019-04-24 08:10:00,1
2019-04-24 08:11:00,1
2019-04-24 08:50:00,3
2019-04-24 08:55:00,2
2019-04-24 10:02:00,1
2019-04-24 10:05:00,2
2019-04-24 10:07:00,1
2019-04-24 10:10:00,1
2019-04-24 10:11:00,1
2019-04-24 10:12:00,1
2019-04-24 10:13:00,2
2019-04-24 10:14:00,1
2019-04-24 10:20:00,2
2019-04-24 10:21:00,1
2019-04-24 10:23:00,1
2019-04-24 10:24:00,1
2019-04-24 10:25:00,2
2019-04-24 10:26:00,1
2019-04-24 10:27:00,1
2019-04-24 10:28:00,1
2019-04-24 10:35:00,2
2019-04-24 10:36:00,1
2019-04-24 10:37:00,1
2019-04-24 10:38:00,2
2019-04-24 10:39:00,1
2019-04-24 10:45:00,1
2019-04-24 10:46:00,1
2019-04-24 10:47:00,1
2019-04-24 10:48:00,1
2019-04-24 10:50:00,2
2019-04-24 11:35:00,4
2019-04-24 11:40:00,2
2019-04-24 12:15:00,1
2019-04-24 12:20:00,1
2019-04-24 12:40:00,7
2019-04-24 12:45:00,7
2019-04-24 12:50:00,1
2019-04-24 13:02:00,1
2019-04-24 13:05:00,1
2019-04-24 15:01:00,1
2019-04-24 15:05:00,1
2019-04-24 15:06:00,1
2019-04-24 15:15:00,1
2019-04-24 15:20:00,1
2019-04-24 15:31:00,1
2019-04-24 16:35:00,1
2019-04-24 16:40:00,1
2019-04-24 17:05:00,1
2019-04-24 17:12:00,4
2019-04-24 17:15:00,3
2019-04-24 17:20:00,2
2019-04-24 17:35:00,1
2019-04-24 18:05:00,1
2019-04-24 19:02:00,1
2019-04-24 19:10:00,1
2019-04-24 19:15:00,1
2019-04-24 19:35:00,1
2019-04-24 20:08:00,1
2019-04-24 20:10:00,1
2019-04-24 20:12:00,1
2019-04-24 20:40:00,1
2019-04-24 20:45:00,2
2019-04-24 20:50:00,1
2019-04-24 20:55:00,1
2019-04-24 21:00:00,1
2019-04-24 21:25:00,1
2019-04-24 21:30:00,1
2019-04-24 21:35:00,2
2019-04-24 21:40:00,1
2019-04-24 22:05:00,1
2019-04-24 22:20:00,1
2019-04-24 23:01:00,1
2019-04-24 23:05:00,4
2019-04-24 23:10:00,2
2019-04-24 23:14:00,1
2019-04-24 23:20:00,2
2019-04-24 23:30:00,3
