3,"SELECT TOP # objID, ra, dec, z, cModelMag_g  FROM Galaxy  WHERE ra BETWEEN # AND #    AND petroMag_g < #   AND cModelMag_g BETWEEN # AND #"
2019-04-24 03:47:00,1
2019-04-24 03:48:00,1
2019-04-24 03:49:00,1
